3.409504592418670654e-01,-7.161473035812377930e-01,7.049211859703063965e-01,2.880583405494689941e-01,4.325213730335235596e-01,2.720104753971099854e-01,2.619747221469879150e-01,-3.179768025875091553e-01,8.058394193649291992e-01,-6.001881510019302368e-02,9.093706011772155762e-01
5.382838845252990723e-02,2.785587906837463379e-01,5.414938330650329590e-01,-1.047386169433593750e+00,4.357866942882537842e-01,3.003582358360290527e-01,-1.392875760793685913e-01,-7.775537967681884766e-01,6.148733496665954590e-01,-4.860335290431976318e-01,1.990291029214859009e-01
-1.183079004287719727e+00,-4.059238731861114502e-01,-1.911035031080245972e-01,8.427510261535644531e-01,7.608511298894882202e-02,-2.809880077838897705e-01,3.784565031528472900e-01,4.294819831848144531e-01,1.061838507652282715e+00,-7.327919006347656250e-01,-5.205122381448745728e-02
1.082035601139068604e-01,2.578879296779632568e-01,2.209809571504592896e-01,4.363568425178527832e-01,-4.811241924762725830e-01,1.674154102802276611e-01,4.206834435462951660e-01,-4.057011902332305908e-01,7.997164875268936157e-02,1.193741336464881897e-01,-5.832998156547546387e-01
-5.177607536315917969e-01,6.335584074258804321e-02,2.745711505413055420e-01,-5.557676553726196289e-01,-2.115886285901069641e-02,-9.563023447990417480e-01,2.983721196651458740e-01,-4.810303747653961182e-01,1.855623573064804077e-01,-7.416023612022399902e-01,3.527474105358123779e-01
6.627909541130065918e-01,-2.603716850280761719e-01,3.043680489063262939e-01,-5.036225318908691406e-01,2.702623605728149414e-01,-1.955765783786773682e-01,9.885171055793762207e-02,-3.628917932510375977e-01,-9.256374090909957886e-02,4.684155583381652832e-01,-3.127001225948333740e-01
-2.032606452703475952e-01,3.473732173442840576e-01,5.654434561729431152e-01,-1.355559527873992920e-01,2.088339328765869141e-01,3.962427675724029541e-01,-1.121569350361824036e-01,-3.470899462699890137e-01,1.505642384290695190e-01,-2.574616670608520508e-01,-3.184576034545898438e-01
2.998531796038150787e-02,-3.970471210777759552e-03,-1.106462121009826660e+00,3.192045688629150391e-01,7.407943606376647949e-01,-7.374964952468872070e-01,3.086966834962368011e-02,-7.216955721378326416e-02,-3.758003115653991699e-01,9.305869936943054199e-01,4.555171728134155273e-01
2.548252046108245850e-01,1.255707025527954102e+00,1.799080222845077515e-01,-1.696288585662841797e-01,-9.665240049362182617e-01,1.246707201004028320e+00,-3.454802185297012329e-02,-2.510434687137603760e-01,1.765889078378677368e-01,8.108164668083190918e-01,3.813629746437072754e-01
5.041724443435668945e-02,-1.991591416299343109e-02,-6.090885996818542480e-01,-3.109019696712493896e-01,-5.257592201232910156e-01,-2.118752151727676392e-01,-9.708598256111145020e-01,3.066020607948303223e-01,7.145484089851379395e-01,1.482132315635681152e+00,5.252938866615295410e-01
