2.226869165897369385e-01,-9.246408939361572266e-01,2.336316853761672974e-01,-1.538962721824645996e-01,5.438909307122230530e-02,5.829108357429504395e-01,-3.052799105644226074e-01,5.814268589019775391e-01,-1.037051677703857422e+00,4.592212438583374023e-01,-1.026533357799053192e-02,2.330476492643356323e-01,5.132603645324707031e-01,-1.329211331903934479e-02,9.811801835894584656e-03,-8.539936691522598267e-02,4.654469192028045654e-01,-2.263758182525634766e-01
-2.595215439796447754e-01,2.738050818443298340e-01,-4.385228082537651062e-02,1.342144012451171875e-01,1.059445273131132126e-02,6.219036579132080078e-01,5.098698660731315613e-02,-3.698339164257049561e-01,2.424932271242141724e-01,-2.615106664597988129e-02,5.039746165275573730e-01,4.254841208457946777e-01,-4.089538455009460449e-01,-1.218579337000846863e-01,-1.918880492448806763e-01,-1.882569044828414917e-01,2.865263521671295166e-01,4.761018157005310059e-01
3.605658113956451416e-01,-5.742120742797851562e-01,-7.790005207061767578e-01,2.634684443473815918e-01,-6.341748833656311035e-01,8.072400093078613281e-02,1.769153177738189697e-01,-9.504226595163345337e-02,1.653114706277847290e-01,-2.987795472145080566e-01,2.957556545734405518e-01,-6.228514313697814941e-01,2.035305649042129517e-01,3.952300176024436951e-02,5.142108723521232605e-02,7.800812274217605591e-02,1.942251473665237427e-01,2.711042165756225586e-01
-1.290967464447021484e-01,2.551605738699436188e-02,-6.300760805606842041e-02,-5.529371500015258789e-01,4.637834131717681885e-01,4.335824847221374512e-01,-2.794440388679504395e-01,-1.500086933374404907e-01,-2.313574403524398804e-01,3.097413480281829834e-02,5.444484949111938477e-01,-6.088185310363769531e-01,3.334458172321319580e-01,1.006255000829696655e-01,1.241008639335632324e-01,2.158923000097274780e-01,7.939769029617309570e-01,2.414061687886714935e-02
-2.830705642700195312e-01,-4.674829840660095215e-01,2.411430776119232178e-01,-1.856772601604461670e-01,-2.554212808609008789e-01,-3.889408195391297340e-03,-5.340328216552734375e-01,3.809882402420043945e-01,-3.482022788375616074e-03,4.082252830266952515e-02,-5.075359940528869629e-01,7.250493764877319336e-02,1.223250180482864380e-01,4.595713317394256592e-01,3.659465909004211426e-01,-6.598017364740371704e-02,-9.083580225706100464e-02,-4.777963086962699890e-02
-1.879368126392364502e-01,8.084747940301895142e-02,7.150647789239883423e-02,-3.655616939067840576e-01,1.206855773925781250e-01,-6.538256406784057617e-01,3.197330534458160400e-01,3.097423017024993896e-01,1.085336953401565552e-01,2.354296892881393433e-01,-1.963632404804229736e-01,-3.599970638751983643e-01,-4.972558915615081787e-01,2.186594754457473755e-01,-3.027801215648651123e-01,2.140833586454391479e-01,-4.395729303359985352e-01,7.247117906808853149e-02
-1.547404527664184570e-01,1.511143445968627930e-01,2.690925262868404388e-02,1.825749725103378296e-01,-3.880057111382484436e-02,2.514942586421966553e-01,5.924564003944396973e-01,-5.468013286590576172e-01,1.605865359306335449e-01,-3.879995644092559814e-02,8.084501326084136963e-02,4.212060868740081787e-01,1.693780273199081421e-01,-2.107104286551475525e-02,-2.003739476203918457e-01,-7.311510853469371796e-03,-3.111217617988586426e-01,8.993812650442123413e-02
6.799564361572265625e-01,3.526327013969421387e-01,3.854682743549346924e-01,2.204421162605285645e-01,3.018811345100402832e-01,-1.406173259019851685e-01,-3.681358397006988525e-01,3.093282505869865417e-02,4.787465929985046387e-01,-3.610390722751617432e-01,-4.339365959167480469e-01,3.844587504863739014e-01,-1.778733134269714355e-01,-3.285959735512733459e-02,-5.142650008201599121e-01,2.514843642711639404e-01,-2.056427150964736938e-01,-4.019607603549957275e-01
4.965286254882812500e-01,-3.533514216542243958e-02,2.494421089068055153e-03,-2.003340572118759155e-01,1.590246111154556274e-01,4.109722077846527100e-01,-5.217020586133003235e-02,-1.578144580125808716e-01,-5.797693133354187012e-02,-1.547429561614990234e-01,-5.920369029045104980e-01,-2.181625962257385254e-01,2.547690272331237793e-01,6.512472033500671387e-02,4.019426107406616211e-01,-2.993476688861846924e-01,-5.634003132581710815e-02,3.156238496303558350e-01
-4.791200160980224609e-01,-1.657229959964752197e-01,8.478624820709228516e-01,4.422158896923065186e-01,-4.538833796977996826e-01,9.664367139339447021e-02,4.515973031520843506e-01,-9.738197922706604004e-01,-4.355884790420532227e-01,2.573807239532470703e-01,-7.990354672074317932e-03,-7.383034378290176392e-02,-3.578107655048370361e-01,-3.198153376579284668e-01,2.944305241107940674e-01,-3.451322615146636963e-01,2.368983924388885498e-01,1.306654065847396851e-01
-1.626852154731750488e-01,-4.205275475978851318e-01,3.827522099018096924e-01,2.110683172941207886e-01,-5.772637203335762024e-02,-3.307682275772094727e-01,7.701676487922668457e-01,-4.166412949562072754e-01,3.379219770431518555e-01,-4.808919727802276611e-01,3.678441420197486877e-02,2.559734880924224854e-02,4.593405127525329590e-01,-6.330629810690879822e-03,4.907135367393493652e-01,-5.583519935607910156e-01,7.365947216749191284e-02,-1.284738034009933472e-01
-1.443562060594558716e-01,7.968200743198394775e-02,-5.315408706665039062e-01,5.447905045002698898e-03,-4.531268775463104248e-01,6.085960865020751953e-01,4.298831149935722351e-02,4.474190250039100647e-02,3.693357706069946289e-01,-2.060797512531280518e-01,4.870963096618652344e-01,-2.053232789039611816e-01,-4.682831764221191406e-01,3.197111561894416809e-02,-2.906271517276763916e-01,-2.595278322696685791e-01,2.072105705738067627e-01,-3.434674143791198730e-01
1.830007135868072510e-01,-3.419202268123626709e-01,1.582282036542892456e-02,-1.223910897970199585e-01,3.778301179409027100e-01,8.099139928817749023e-01,-6.571897119283676147e-02,-1.864265054464340210e-01,-4.254278540611267090e-01,-2.329727858304977417e-01,-1.311310082674026489e-01,1.653031855821609497e-01,-6.459838747978210449e-01,4.756062030792236328e-01,-2.919909954071044922e-01,-4.312373697757720947e-02,6.335793733596801758e-01,-1.666363626718521118e-01
-2.671365626156330109e-02,4.017059877514839172e-02,-2.698796987533569336e-01,1.760907471179962158e-03,1.026266887784004211e-01,-4.493159949779510498e-01,-4.185206294059753418e-01,2.525087893009185791e-01,1.962869912385940552e-01,-2.627005875110626221e-01,3.838568031787872314e-01,-3.206017911434173584e-01,-3.571303188800811768e-01,-6.976421922445297241e-02,5.240154266357421875e-01,-2.967926859855651855e-01,1.315681189298629761e-01,-4.912818670272827148e-01
-2.448937743902206421e-01,3.110592663288116455e-01,-5.884312838315963745e-02,2.095292061567306519e-01,-1.192553564906120300e-01,2.589397132396697998e-01,5.876955389976501465e-01,-1.952514052391052246e-01,5.292770266532897949e-01,4.837605655193328857e-01,7.971767336130142212e-02,6.971297264099121094e-01,7.837354540824890137e-01,-1.662259399890899658e-01,4.750373959541320801e-01,-4.761247038841247559e-01,3.722713887691497803e-01,-1.334845572710037231e-01
