-8.246617019176483154e-02,8.153956383466720581e-02,4.715372342616319656e-03,-5.630179122090339661e-02,1.415866166353225708e-01,8.265528082847595215e-02,3.838957520201802254e-03,2.000549063086509705e-02,4.261124134063720703e-02
-6.352922320365905762e-02,-2.766628563404083252e-02,-6.857541948556900024e-02,-2.012318372726440430e-02,8.489146083593368530e-02,4.218699038028717041e-02,-1.213664859533309937e-01,5.003204941749572754e-02,4.073906689882278442e-02
8.453932404518127441e-02,1.529542952775955200e-01,-1.779544502496719360e-01,-1.785806380212306976e-02,8.808291703462600708e-02,-3.546068817377090454e-02,8.936651051044464111e-02,-1.670638173818588257e-01,4.905326664447784424e-02
4.793718084692955017e-02,-8.864521980285644531e-03,5.345874279737472534e-02,1.055955216288566589e-01,4.560667648911476135e-02,7.506531476974487305e-02,8.732637763023376465e-02,3.515770658850669861e-02,-4.925754666328430176e-02
1.173612698912620544e-01,-1.954014040529727936e-02,1.795497536659240723e-02,3.770020604133605957e-02,4.040141031146049500e-02,7.508087903261184692e-02,-3.530583903193473816e-02,-3.679985180497169495e-02,-6.498952209949493408e-02
4.565555136650800705e-03,4.987840540707111359e-03,9.908486157655715942e-03,-5.901012197136878967e-02,1.558042913675308228e-01,1.097250804305076599e-01,1.623181402683258057e-01,-7.451393455266952515e-02,5.407075583934783936e-02
1.761231273412704468e-01,4.048569500446319580e-02,-1.334937056526541710e-03,2.110557071864604950e-02,8.213858306407928467e-02,5.721164122223854065e-02,-8.820430934429168701e-02,-4.455522075295448303e-02,-6.285157799720764160e-02
-6.169247254729270935e-02,6.976102478802204132e-03,1.352474987506866455e-01,4.151735082268714905e-02,1.397191733121871948e-01,1.540818363428115845e-01,5.850063264369964600e-02,-7.453980296850204468e-02,8.520678430795669556e-02
-3.473196923732757568e-02,-8.804051205515861511e-03,2.227494260296225548e-03,2.600781805813312531e-02,6.942917406558990479e-02,5.571812763810157776e-02,-1.130333393812179565e-01,-7.573485374450683594e-03,-6.248750165104866028e-02
5.972506105899810791e-02,5.855099111795425415e-02,4.437746107578277588e-02,1.117387413978576660e-01,7.088287919759750366e-02,1.171827316284179688e-01,-6.096822023391723633e-02,-9.930458664894104004e-02,-4.089724272489547729e-02
-4.525060299783945084e-03,4.060157760977745056e-02,-1.224233582615852356e-01,-3.865570574998855591e-02,1.470720916986465454e-01,4.776561260223388672e-02,1.723292842507362366e-02,1.002335399389266968e-01,4.415649455040693283e-03
2.473678253591060638e-02,2.730070147663354874e-03,1.032413393259048462e-01,-9.217465296387672424e-03,1.084059569984674454e-02,1.039886772632598877e-01,2.073304727673530579e-02,-2.626106701791286469e-02,-1.007515564560890198e-02
-9.714636206626892090e-02,2.047421038150787354e-02,3.571183234453201294e-02,1.267907302826642990e-02,7.889337837696075439e-02,7.541287690401077271e-02,-2.873664908111095428e-02,-8.011250756680965424e-03,-1.954344101250171661e-02
-6.530289351940155029e-02,1.117400154471397400e-01,-3.555997274816036224e-03,-4.008137062191963196e-02,9.839465469121932983e-02,6.766065210103988647e-02,-8.544813096523284912e-02,7.751709315925836563e-03,-1.783371120691299438e-01
2.636963035911321640e-03,6.505919992923736572e-02,1.093035098165273666e-02,3.015974722802639008e-02,6.157639995217323303e-02,8.261952549219131470e-02,-7.052507251501083374e-02,-5.523887276649475098e-02,2.512328512966632843e-02
-3.584650531411170959e-02,-1.391648966819047928e-02,-1.161625906825065613e-01,8.992261439561843872e-02,8.783348649740219116e-02,1.878172904253005981e-01,-3.851086599752306938e-03,-3.685286268591880798e-02,-2.042920701205730438e-02
-8.560165762901306152e-02,1.464255712926387787e-02,-1.272423192858695984e-02,-5.457156151533126831e-02,1.043709814548492432e-01,8.277177810668945312e-02,-1.211333647370338440e-02,2.648173458874225616e-02,-8.870971947908401489e-02
-3.995677456259727478e-02,9.374920278787612915e-02,-3.641919791698455811e-02,3.493393957614898682e-02,6.824588775634765625e-02,5.755022540688514709e-02,7.307347655296325684e-02,5.686930194497108459e-02,7.054597372189164162e-04
7.723065465688705444e-02,-9.066446684300899506e-03,-2.859053760766983032e-02,1.044170632958412170e-01,1.338767707347869873e-01,6.722154468297958374e-02,9.119766205549240112e-02,6.950417160987854004e-02,-8.683752268552780151e-02
-3.780272975564002991e-02,1.258684694766998291e-01,1.061147078871726990e-01,-3.662492334842681885e-02,3.930904436856508255e-03,-8.637473732233047485e-02,-3.987071663141250610e-02,-1.405557096004486084e-01,-3.108490072190761566e-02
5.639507994055747986e-02,1.113260015845298767e-01,-1.226011663675308228e-02,-1.516731977462768555e-01,6.773117929697036743e-02,-2.989675104618072510e-02,-1.192271243780851364e-02,-6.504546105861663818e-02,1.102688685059547424e-01
-3.473670408129692078e-02,2.872111834585666656e-02,5.996866151690483093e-02,6.676530838012695312e-02,6.289608776569366455e-02,2.698732772842049599e-03,8.787412196397781372e-02,-5.659587681293487549e-02,-3.533032536506652832e-02
6.057744100689888000e-02,-1.916479133069515228e-02,-3.942519798874855042e-02,4.002379626035690308e-02,5.987034738063812256e-02,-4.121265560388565063e-02,5.149110034108161926e-02,7.898784242570400238e-03,2.190483547747135162e-02
4.794246051460504532e-03,4.863909631967544556e-02,-1.702522300183773041e-02,9.094191342592239380e-02,-1.029361262917518616e-01,-5.807923153042793274e-02,2.664360776543617249e-02,1.109729241579771042e-02,-7.728559523820877075e-02
-5.406255833804607391e-03,-4.097791016101837158e-02,3.040234558284282684e-02,-5.679481849074363708e-02,1.272636502981185913e-01,-1.838983595371246338e-02,-4.711589589715003967e-02,-1.093386113643646240e-01,3.480619564652442932e-02
-3.000962547957897186e-02,-5.933581665158271790e-02,5.780854262411594391e-03,1.239115074276924133e-01,2.326628006994724274e-02,1.086236536502838135e-01,-2.409382350742816925e-02,5.633986368775367737e-02,1.599000766873359680e-02
