-1.173227932304143906e-02,9.780163317918777466e-02,-7.455977611243724823e-04,7.164952903985977173e-02,5.378899350762367249e-02,-7.559997588396072388e-02,6.160535290837287903e-02,-6.508294492959976196e-02,1.218628585338592529e-01,-4.518428072333335876e-02
3.248506039381027222e-02,-5.712865293025970459e-02,1.330745071172714233e-01,-2.582299150526523590e-02,1.144890338182449341e-01,5.434356257319450378e-02,-5.940448492765426636e-02,-5.050912499427795410e-02,-2.246668748557567596e-02,-1.438313126564025879e-01
-7.621807046234607697e-03,3.850272297859191895e-02,2.719880640506744385e-02,8.125586062669754028e-02,-6.601879000663757324e-02,1.235889568924903870e-01,2.213674783706665039e-02,-8.467198908329010010e-02,1.594547182321548462e-01,-2.294474514201283455e-03
-1.023882478475570679e-01,2.021327167749404907e-01,-3.366121649742126465e-02,-3.232690319418907166e-02,4.095176234841346741e-02,7.424332946538925171e-02,4.282046109437942505e-02,-3.433148190379142761e-02,-1.115893498063087463e-01,-1.325311884284019470e-02
7.304272800683975220e-02,1.211074218153953552e-01,2.542288601398468018e-02,-7.704948633909225464e-02,-7.197210937738418579e-02,-4.036789759993553162e-02,-1.143527124077081680e-02,-7.091323286294937134e-02,1.076755300164222717e-01,4.767262190580368042e-02
-5.645730532705783844e-03,-1.318622082471847534e-01,1.509316414594650269e-01,1.081590652465820312e-01,-1.836412027478218079e-02,-1.210243701934814453e-01,5.761564895510673523e-02,-8.855701237916946411e-02,5.671643465757369995e-02,9.680882841348648071e-02
2.385106170549988747e-03,-9.370171278715133667e-02,-7.692828308790922165e-03,-3.748963028192520142e-02,4.662343300879001617e-03,-6.156774982810020447e-02,1.152233257889747620e-01,1.011881902813911438e-01,7.845053076744079590e-02,1.575109665282070637e-03
-2.710632979869842529e-02,-3.616356104612350464e-02,-1.243937760591506958e-02,-3.892097249627113342e-02,-3.494556248188018799e-02,6.129331886768341064e-02,1.279030088335275650e-02,-6.324819475412368774e-02,1.196081470698118210e-02,5.341298133134841919e-02
6.427224725484848022e-02,7.626032084226608276e-02,7.734584808349609375e-02,4.833348095417022705e-03,7.285568863153457642e-02,-6.161909922957420349e-02,-7.782992720603942871e-02,-4.591850563883781433e-03,7.299079746007919312e-02,3.104721568524837494e-02
-7.305824011564254761e-02,5.247382074594497681e-02,4.552068188786506653e-02,-6.015099585056304932e-02,-1.417172886431217194e-02,1.234211176633834839e-01,-7.448189705610275269e-02,5.011264979839324951e-02,1.337264031171798706e-01,8.529106527566909790e-02
