6.199336051940917969e-02,-2.401129007339477539e-01,2.728722803294658661e-02,1.306361854076385498e-01,1.185182631015777588e-01,-4.205136373639106750e-02,7.219371944665908813e-02,2.153567224740982056e-01,-2.346952855587005615e-01,1.411370001733303070e-02,4.340054839849472046e-02,-8.103571087121963501e-02,9.041607379913330078e-03,-4.729239642620086670e-02,-1.510837823152542114e-01,7.759291678667068481e-02,-2.270936816930770874e-01,-1.334150880575180054e-01,5.681303888559341431e-02,-1.218077912926673889e-01,-1.627164185047149658e-01,-3.377904742956161499e-02,-7.212938368320465088e-02,-1.533059924840927124e-01,-1.073556840419769287e-01,-5.967207252979278564e-02,-1.185998991131782532e-01,9.153593331575393677e-02,-3.026470914483070374e-02,1.237865760922431946e-01,-1.549224406480789185e-01,-3.019728064537048340e-01,1.021895855665206909e-01,-2.840954959392547607e-01,2.261110842227935791e-01,-1.426860690116882324e-01,-3.447363525629043579e-02,9.468493983149528503e-03,5.978942289948463440e-02,5.612753331661224365e-03,-1.809748858213424683e-01,-1.946113631129264832e-02,3.391790688037872314e-01,1.898103654384613037e-01,-1.905745714902877808e-01
-8.285427838563919067e-02,1.923145949840545654e-01,1.833598911762237549e-01,1.550493836402893066e-01,1.862991042435169220e-02,8.690781146287918091e-02,-1.700890995562076569e-02,6.073589622974395752e-02,2.485415190458297729e-01,2.731866836547851562e-01,-8.096157759428024292e-02,-1.962724626064300537e-01,-1.870560832321643829e-02,2.884970903396606445e-01,-1.242910623550415039e-01,-2.087019532918930054e-01,-3.158766403794288635e-02,2.335721999406814575e-01,-1.200132519006729126e-01,1.558678150177001953e-01,-2.540765330195426941e-02,1.380592435598373413e-01,-1.754153221845626831e-01,2.309298813343048096e-01,4.496051371097564697e-02,3.386925160884857178e-02,1.999335139989852905e-01,-2.225252240896224976e-01,-8.684765547513961792e-02,4.246121644973754883e-02,1.380778998136520386e-01,9.441096335649490356e-02,-1.471150070428848267e-01,8.530526421964168549e-03,-5.222218483686447144e-02,4.371292144060134888e-02,-3.211017930880188942e-03,2.312348186969757080e-01,-6.955192238092422485e-02,-1.018806174397468567e-01,1.475974619388580322e-01,-1.325315888971090317e-02,-7.593035697937011719e-02,-1.244958862662315369e-01,2.335967868566513062e-01
2.236440032720565796e-01,-2.369970679283142090e-01,-6.385691463947296143e-02,8.887278288602828979e-02,-5.963248014450073242e-02,-5.561343580484390259e-02,7.497464865446090698e-02,-4.458890482783317566e-02,1.562626957893371582e-01,-1.597273349761962891e-01,-9.069257974624633789e-02,-1.683514751493930817e-02,-3.664815425872802734e-02,1.010199636220932007e-01,-2.728047966957092285e-01,2.707713246345520020e-01,-7.493392378091812134e-02,3.659119307994842529e-01,2.389875501394271851e-01,1.250438988208770752e-01,1.099273934960365295e-01,1.584053635597229004e-01,-2.163822995498776436e-03,1.075216680765151978e-01,-2.375170774757862091e-02,-2.152833789587020874e-01,-5.767227616161108017e-03,1.429404914379119873e-01,-1.448917090892791748e-01,1.121357604861259460e-01,1.965299714356660843e-03,4.216633737087249756e-02,3.405702486634254456e-02,-4.045211672782897949e-01,5.437454581260681152e-02,-2.453774362802505493e-01,-2.998191490769386292e-02,6.962367147207260132e-02,-2.677514255046844482e-01,5.801401659846305847e-02,7.806069403886795044e-02,-1.463243644684553146e-02,3.507789373397827148e-01,-6.336595118045806885e-02,4.337303340435028076e-03
5.465327575802803040e-02,9.703683108091354370e-02,-1.325042359530925751e-02,1.891700029373168945e-01,7.604419440031051636e-02,-1.221147030591964722e-01,9.511551260948181152e-02,-2.278329879045486450e-01,-1.071536466479301453e-01,1.429550200700759888e-01,9.478606283664703369e-02,-7.373820245265960693e-02,-3.852736577391624451e-02,1.115357577800750732e-01,1.184610649943351746e-01,1.444886475801467896e-01,-3.189169988036155701e-02,-1.261760294437408447e-01,-8.791805058717727661e-02,-8.756241947412490845e-02,-1.970954984426498413e-01,1.406745016574859619e-01,1.500379592180252075e-01,7.594171166419982910e-02,-8.924141526222229004e-02,-9.172660112380981445e-02,-1.247565448284149170e-01,-2.918502502143383026e-02,3.285775184631347656e-01,1.267219632863998413e-01,-5.714414268732070923e-02,-1.463170647621154785e-01,9.761399775743484497e-02,-4.385576769709587097e-02,-1.255442053079605103e-01,1.788013875484466553e-01,-1.085420623421669006e-01,-9.267476387321949005e-03,1.077887043356895447e-01,1.870205812156200409e-02,-1.228213775902986526e-02,7.415144145488739014e-02,7.074162364006042480e-02,-9.018626064062118530e-02,1.014611050486564636e-01
7.817808538675308228e-02,-1.264455318450927734e-01,-8.402736857533454895e-03,-7.208152860403060913e-02,1.255099475383758545e-02,-1.892634332180023193e-01,1.794782727956771851e-01,-3.130213916301727295e-01,2.653130516409873962e-02,6.858313083648681641e-02,1.943335086107254028e-01,-2.959742210805416107e-02,9.310628473758697510e-02,4.281888902187347412e-02,-1.609045267105102539e-02,-1.636401265859603882e-01,-8.695311844348907471e-02,3.397664129734039307e-01,2.716368995606899261e-02,-9.334680624306201935e-03,2.584840655326843262e-01,2.186677455902099609e-01,-2.015313319861888885e-02,2.223099768161773682e-01,2.159290164709091187e-01,2.596806501969695091e-03,-2.274826318025588989e-01,2.042583674192428589e-01,-1.803054660558700562e-01,-1.118576228618621826e-01,1.201640218496322632e-01,1.203139424324035645e-01,-2.465346902608871460e-01,-6.365355104207992554e-02,5.100360512733459473e-02,-3.290191292762756348e-01,2.672929167747497559e-01,-1.639897227287292480e-01,3.846072778105735779e-02,-9.906929731369018555e-02,6.462267041206359863e-02,-9.508551657199859619e-02,6.201686337590217590e-04,1.110951751470565796e-01,1.962262690067291260e-01
-8.198704570531845093e-02,-1.603383421897888184e-01,6.068102642893791199e-02,-1.044250577688217163e-01,-3.605855628848075867e-02,-2.410672158002853394e-01,-2.755312435328960419e-02,-6.560220848768949509e-03,-3.431645929813385010e-01,1.445570737123489380e-01,-2.990292012691497803e-01,-8.416648209095001221e-02,-1.453034928999841213e-03,1.924230754375457764e-01,-2.216502875089645386e-01,-1.384426504373550415e-01,5.069843679666519165e-02,-1.421004980802536011e-01,-6.155402958393096924e-02,1.620215736329555511e-02,-9.552528709173202515e-02,3.990811482071876526e-02,5.187949910759925842e-02,-2.862409949302673340e-01,-9.780806303024291992e-02,-5.146887153387069702e-02,-1.892963610589504242e-02,-8.173425495624542236e-02,-2.437264025211334229e-01,-2.413974376395344734e-03,1.016584560275077820e-01,4.610553011298179626e-02,5.896765273064374924e-03,1.515757292509078979e-01,1.106656193733215332e-01,1.374990940093994141e-01,4.922246560454368591e-02,2.646982371807098389e-01,-2.258211076259613037e-01,1.184375137090682983e-01,-2.143886238336563110e-01,-2.238207757472991943e-01,1.764402836561203003e-01,1.677120663225650787e-02,1.344162821769714355e-01
-1.428344249725341797e-01,-4.394343122839927673e-02,4.363532364368438721e-02,6.393492221832275391e-02,-5.585218593478202820e-02,7.878788560628890991e-02,2.669305801391601562e-01,1.002074033021926880e-02,8.722586184740066528e-02,-1.378946844488382339e-02,-2.330384105443954468e-01,2.680632472038269043e-01,1.000277101993560791e-01,-2.712155692279338837e-03,9.766187518835067749e-02,-1.325903087854385376e-01,5.804772488772869110e-03,-1.046847105026245117e-01,9.284003823995590210e-02,-2.821069061756134033e-01,-1.803105026483535767e-01,-4.273642227053642273e-02,-3.568241000175476074e-02,1.237906422466039658e-02,-1.393151096999645233e-02,-1.733417361974716187e-01,-1.358004519715905190e-03,1.447738558053970337e-01,-2.113265842199325562e-01,-9.814979881048202515e-02,-2.948750555515289307e-02,-1.029780656099319458e-01,-3.403955399990081787e-01,2.353899776935577393e-01,-1.905909031629562378e-01,5.384675785899162292e-02,2.967107594013214111e-01,5.917102098464965820e-03,-1.446465682238340378e-02,6.541752815246582031e-02,-6.881645321846008301e-02,-8.085433393716812134e-03,1.696672737598419189e-01,-1.014106422662734985e-01,5.795481801033020020e-02
-8.630470186471939087e-02,-1.324409246444702148e-01,5.994553864002227783e-02,-3.010316006839275360e-02,-2.016794085502624512e-01,8.744210004806518555e-02,-3.662583976984024048e-02,4.390189796686172485e-02,-1.026696804910898209e-02,4.587007686495780945e-02,-6.924419105052947998e-02,-1.128559485077857971e-01,2.011805623769760132e-01,-2.869172766804695129e-02,-7.785701006650924683e-02,8.391606807708740234e-02,9.385288506746292114e-02,2.731815166771411896e-02,1.021540239453315735e-01,-2.262175679206848145e-01,-6.041653454303741455e-03,2.817320227622985840e-01,3.598663490265607834e-03,5.312533676624298096e-02,-6.701701134443283081e-02,9.752350300550460815e-02,2.246778011322021484e-01,-1.050852704793214798e-02,2.158849500119686127e-02,8.593025803565979004e-02,-3.691782802343368530e-02,-9.721267968416213989e-03,-3.709657117724418640e-02,1.393579989671707153e-01,-1.164531186223030090e-01,4.427652806043624878e-02,-1.165731251239776611e-01,-1.250320225954055786e-01,-2.016401588916778564e-01,1.362548917531967163e-01,-1.253037303686141968e-01,-7.423584908246994019e-02,4.294308274984359741e-02,7.390805520117282867e-03,3.626515343785285950e-02
1.897899657487869263e-01,4.957030341029167175e-02,1.054740548133850098e-01,-1.665805727243423462e-01,-4.286437761038541794e-03,1.238304674625396729e-01,-4.195516929030418396e-02,4.128330051898956299e-01,1.235560327768325806e-01,1.207597777247428894e-01,-5.872830376029014587e-02,1.151440441608428955e-01,-2.402650425210595131e-03,-1.217338964343070984e-01,1.788935661315917969e-01,2.128562778234481812e-01,3.817743062973022461e-01,6.696536671370267868e-03,-1.208414733409881592e-01,-3.741662576794624329e-02,2.395268231630325317e-01,-8.888918161392211914e-02,-1.627756804227828979e-01,-2.196075320243835449e-01,-1.609051413834095001e-02,7.425583899021148682e-03,-2.048192732036113739e-02,-9.625873714685440063e-02,-4.212168976664543152e-02,-4.909566603600978851e-03,1.051542982459068298e-01,-4.092631116509437561e-02,1.730273663997650146e-01,-4.109211266040802002e-02,-2.368684485554695129e-02,-1.642050035297870636e-02,-1.771805882453918457e-01,-2.123268842697143555e-01,-9.293194115161895752e-02,2.619379758834838867e-02,1.492833197116851807e-01,-2.223356626927852631e-02,1.868501156568527222e-01,-1.554372608661651611e-01,1.153737604618072510e-01
9.673514962196350098e-02,8.739881217479705811e-02,-7.415130734443664551e-02,1.717625856399536133e-01,2.000932022929191589e-02,-1.245431229472160339e-01,-2.194802016019821167e-01,8.743041753768920898e-02,-9.482822567224502563e-02,1.421989798545837402e-01,-4.162846207618713379e-01,3.075716197490692139e-01,3.209436684846878052e-02,-6.449902802705764771e-02,-1.582511365413665771e-01,-6.930033862590789795e-02,-6.217928603291511536e-02,1.966294348239898682e-01,1.317625641822814941e-01,7.221873849630355835e-02,-4.883402492851018906e-03,-1.688925027847290039e-01,-6.221218779683113098e-02,8.281046152114868164e-02,1.672776937484741211e-01,2.596121132373809814e-01,-1.621161005459725857e-03,-1.133844330906867981e-01,-5.300208926200866699e-02,-2.604524046182632446e-02,-5.144407153129577637e-01,7.530736923217773438e-02,9.508768469095230103e-02,9.226762503385543823e-02,-3.227624297142028809e-02,-3.919415548443794250e-02,7.641203701496124268e-02,2.262221463024616241e-02,-9.579595178365707397e-02,2.142730504274368286e-01,2.833682298660278320e-01,-1.619784832000732422e-01,-1.103951409459114075e-02,-8.282065391540527344e-02,-1.694705337285995483e-02
