-8.444587141275405884e-02,-1.248800009489059448e-01,-2.033493667840957642e-02,-6.387577205896377563e-02,-2.034182846546173096e-02,3.909451887011528015e-02,1.862905360758304596e-02,-1.454655639827251434e-02,1.668842323124408722e-02,-5.515786260366439819e-02,1.248682010918855667e-02,1.270688623189926147e-01,1.561112105846405029e-01,-1.204620078206062317e-01,-1.389340460300445557e-01,-5.251015350222587585e-02,9.797761216759681702e-03,-9.768660366535186768e-02,1.584639213979244232e-02,-7.596550881862640381e-02,5.065854266285896301e-02,-8.284040540456771851e-02
-7.913711480796337128e-03,-9.224097430706024170e-02,4.904174804687500000e-02,-3.122584894299507141e-02,-2.918837778270244598e-02,7.557405158877372742e-03,5.389312747865915298e-03,-1.609792411327362061e-01,-8.812951296567916870e-02,-7.014497369527816772e-02,1.830195076763629913e-02,6.222182884812355042e-02,1.334464102983474731e-01,-9.880385361611843109e-03,1.756458356976509094e-02,1.215446218848228455e-01,9.319753199815750122e-02,-4.078376293182373047e-02,9.646199643611907959e-02,-3.947203233838081360e-02,-4.858200252056121826e-02,5.419637635350227356e-02
-7.822184264659881592e-02,-4.664362594485282898e-02,8.231503888964653015e-03,-6.366868317127227783e-02,5.389649793505668640e-02,2.016748301684856415e-02,-7.464115321636199951e-02,1.209683716297149658e-01,-1.890410296618938446e-02,-2.805748023092746735e-02,-6.519436091184616089e-02,1.841371655464172363e-01,-5.361248273402452469e-03,-3.911481052637100220e-02,-4.668855108320713043e-03,-1.053332984447479248e-01,1.337822228670120239e-01,-4.986448213458061218e-02,2.990633063018321991e-02,6.182415783405303955e-02,-6.547858938574790955e-03,-6.422368437051773071e-02
-3.453442454338073730e-02,-1.202978342771530151e-01,4.515902698040008545e-02,7.119256258010864258e-02,-1.958886627107858658e-03,-4.431851580739021301e-02,5.961015820503234863e-02,2.062469720840454102e-02,5.313872173428535461e-02,-1.949312686920166016e-01,9.445074945688247681e-02,1.416350156068801880e-01,4.523971676826477051e-02,-7.941345125436782837e-02,5.275442264974117279e-03,6.999473273754119873e-02,3.723253682255744934e-02,1.145212911069393158e-02,-5.211718752980232239e-02,-1.848348788917064667e-02,-4.238421469926834106e-02,-1.452865153551101685e-01
-1.606669090688228607e-02,3.286371007561683655e-02,1.076753810048103333e-01,1.348156780004501343e-01,-5.400001630187034607e-02,9.245027601718902588e-02,-2.501251175999641418e-02,-3.812369704246520996e-02,-5.948370695114135742e-02,3.799971193075180054e-02,-1.883775182068347931e-02,1.083302795886993408e-01,-1.775102689862251282e-02,5.919618904590606689e-02,9.528907947242259979e-03,-9.033463895320892334e-02,-6.223409622907638550e-02,-3.533233830239623785e-04,1.179333962500095367e-02,-3.800742700695991516e-02,-5.638850480318069458e-02,-5.808708444237709045e-02
1.988900639116764069e-02,-1.466001123189926147e-01,-1.424341648817062378e-01,-2.097126245498657227e-01,1.010760292410850525e-02,-1.781544089317321777e-02,8.227873593568801880e-02,-1.198358684778213501e-01,-2.198077552020549774e-02,4.647568985819816589e-02,5.428858846426010132e-02,-5.218386650085449219e-02,-7.094209641218185425e-02,1.793117634952068329e-02,1.395791023969650269e-02,-3.639472275972366333e-02,1.541191618889570236e-02,-4.333522543311119080e-02,-6.232726946473121643e-02,-6.096313148736953735e-02,7.735175639390945435e-02,-1.869133487343788147e-02
7.345616072416305542e-02,-1.340909898281097412e-01,1.067764759063720703e-01,1.536675449460744858e-02,-1.606953740119934082e-01,-8.117874711751937866e-02,7.205580919981002808e-02,8.396819233894348145e-02,4.043933749198913574e-02,-7.777908351272344589e-03,3.379527106881141663e-02,7.126270979642868042e-02,1.097750365734100342e-01,4.316698759794235229e-02,-4.047726094722747803e-02,-1.667854040861129761e-01,4.393008723855018616e-02,1.911166161298751831e-01,3.295892383903264999e-03,-6.158614158630371094e-02,5.341490730643272400e-02,-3.248268365859985352e-02
-3.134515834972262383e-03,-1.084860339760780334e-01,1.125089302659034729e-01,-3.029002249240875244e-02,-1.257110685110092163e-01,-1.751027256250381470e-02,-3.218215331435203552e-02,-3.458313271403312683e-02,-6.615836173295974731e-02,-7.078070193529129028e-02,5.680918321013450623e-02,1.080001071095466614e-01,4.909835755825042725e-02,-6.360369175672531128e-02,5.328048393130302429e-02,-1.075540035963058472e-01,-4.554703086614608765e-02,5.021728947758674622e-02,7.326968014240264893e-02,2.889983355998992920e-02,-5.563376471400260925e-03,6.824977695941925049e-02
-3.721369802951812744e-02,-2.160964161157608032e-01,1.140175983309745789e-01,-3.423330932855606079e-02,2.909008227288722992e-02,6.590290926396846771e-03,-1.174772605299949646e-01,-1.239909678697586060e-01,9.208471328020095825e-02,-5.815658345818519592e-02,5.827791057527065277e-03,1.191295087337493896e-01,-4.487834125757217407e-02,-7.948458194732666016e-02,1.083107590675354004e-01,-1.178648248314857483e-01,-7.811791449785232544e-02,-7.828389108180999756e-02,-2.536046318709850311e-02,-2.604609169065952301e-02,-1.039119623601436615e-02,-9.367029368877410889e-02
-6.388749182224273682e-02,-9.620299190282821655e-02,1.502142399549484253e-01,9.704693406820297241e-02,-8.140879124402999878e-02,3.236841782927513123e-02,2.958330139517784119e-02,-1.328959614038467407e-01,3.815973922610282898e-02,-5.406565964221954346e-02,-1.336845159530639648e-01,6.993865221738815308e-02,-1.752850599586963654e-02,1.240053623914718628e-01,-8.025198429822921753e-02,8.668785914778709412e-03,7.515719532966613770e-02,7.630342990159988403e-02,-9.131994843482971191e-02,3.032436035573482513e-02,4.789348691701889038e-02,5.123429466038942337e-03
-1.008376702666282654e-01,-1.333309859037399292e-01,3.865277767181396484e-02,-2.656277641654014587e-02,8.016200363636016846e-02,-4.881280940026044846e-03,1.537575572729110718e-01,1.804608106613159180e-02,-9.169556945562362671e-02,-1.351454854011535645e-01,-3.222221881151199341e-02,1.592295914888381958e-01,2.915707044303417206e-02,-3.022074513137340546e-02,7.316409051418304443e-02,9.696283936500549316e-02,-4.772467538714408875e-02,1.268770731985569000e-02,9.195239841938018799e-02,6.787848472595214844e-02,-6.042198836803436279e-02,-7.512992620468139648e-02
-5.279750749468803406e-02,-1.084761917591094971e-01,1.134195923805236816e-01,7.184609025716781616e-02,-1.232208982110023499e-01,1.110897511243820190e-01,3.178970143198966980e-02,6.065297126770019531e-02,-3.863223595544695854e-03,9.877973049879074097e-02,-7.828798145055770874e-02,-2.931986190378665924e-02,1.151862666010856628e-01,7.787875831127166748e-02,-5.308834835886955261e-03,-6.600742787122726440e-02,-1.693490743637084961e-01,1.219868753105401993e-02,-5.075898766517639160e-02,-8.810202777385711670e-02,2.671018987894058228e-02,-6.793158501386642456e-02
-1.956998556852340698e-01,-3.175639733672142029e-02,-6.736467033624649048e-02,3.059655800461769104e-02,-3.707258030772209167e-02,-5.829124152660369873e-02,1.944739487953484058e-03,-2.551895193755626678e-02,1.110062301158905029e-01,-6.252013146877288818e-02,-1.543974503874778748e-02,-4.578960314393043518e-02,2.174708805978298187e-02,-1.491168886423110962e-01,-7.390537112951278687e-02,-1.261137425899505615e-01,7.909881323575973511e-02,-1.893153041601181030e-01,-1.074234768748283386e-01,-3.612989559769630432e-02,2.238459140062332153e-02,2.863372489809989929e-02
