-9.247875213623046875e-02,-2.344281375408172607e-01,1.850298941135406494e-01,1.174665242433547974e-01,-4.414978623390197754e-01,-8.694243431091308594e-02,-3.572946786880493164e-01,-4.688671231269836426e-01,-2.046008408069610596e-01,1.921203434467315674e-01,-9.881281107664108276e-02,-1.423585861921310425e-01,3.348266482353210449e-01,1.284106135368347168e+00,-3.453603684902191162e-01,-1.321211904287338257e-01,4.461880922317504883e-01
-2.752138674259185791e-01,9.684389829635620117e-02,4.572683200240135193e-02,-3.625727295875549316e-01,9.324059635400772095e-02,1.783890426158905029e-01,4.149153530597686768e-01,-1.725357584655284882e-02,2.736755013465881348e-01,-3.761063516139984131e-02,-2.181023806333541870e-01,-3.758077621459960938e-01,2.755382955074310303e-01,9.512994289398193359e-01,3.067539036273956299e-01,-2.335726320743560791e-01,-1.483746916055679321e-01
1.964409947395324707e-01,1.211491897702217102e-01,-1.029931828379631042e-01,3.251959010958671570e-02,-4.392372071743011475e-01,-2.532348632812500000e-01,2.954496815800666809e-02,-2.660089135169982910e-01,-1.143980696797370911e-01,1.808277219533920288e-01,-2.657544016838073730e-01,2.774679567664861679e-03,-1.078060865402221680e-01,-6.566490978002548218e-02,6.549175083637237549e-02,3.095253184437751770e-02,2.099134624004364014e-01
-2.571974396705627441e-01,1.551556289196014404e-01,-2.105588912963867188e-01,4.554075300693511963e-01,7.012514024972915649e-02,2.392505258321762085e-01,-1.707455217838287354e-01,2.052068114280700684e-01,-3.682954311370849609e-01,3.022566810250282288e-02,4.013279080390930176e-01,-1.699373126029968262e-02,-4.304688572883605957e-01,1.873953193426132202e-01,1.076208893209695816e-02,-1.619550436735153198e-01,-1.811791658401489258e-01
7.119456678628921509e-02,-2.751418650150299072e-01,-1.401782408356666565e-02,-3.137421235442161560e-02,2.213851362466812134e-01,2.554734349250793457e-01,-2.046295255422592163e-01,2.618193626403808594e-01,1.625422090291976929e-01,-1.121255606412887573e-01,6.219433620572090149e-02,3.009982407093048096e-01,1.951699405908584595e-01,2.926220297813415527e-01,6.951019167900085449e-02,-1.594972461462020874e-01,-2.577485442161560059e-01
-1.085522491484880447e-02,-3.759818673133850098e-01,-1.120529845356941223e-01,-3.346444070339202881e-01,-4.657693803310394287e-01,-5.649806186556816101e-02,2.017554789781570435e-01,-1.482158154249191284e-01,-6.760677695274353027e-02,-3.884114325046539307e-01,1.027061045169830322e-01,-1.833880245685577393e-01,-5.011417865753173828e-01,-1.283186078071594238e-01,2.004542350769042969e-01,-5.805096626281738281e-01,5.507768392562866211e-01
-5.985003709793090820e-01,5.590391159057617188e-02,-8.899834156036376953e-01,-1.695686280727386475e-01,3.412307500839233398e-01,-5.327138304710388184e-01,3.933260589838027954e-02,-1.305275261402130127e-01,1.839028298854827881e-01,-4.148075878620147705e-01,2.328553199768066406e-01,-5.730856657028198242e-01,-7.192955352365970612e-03,6.999928951263427734e-01,-6.162395477294921875e-01,-9.365211427211761475e-02,-3.268623948097229004e-01
3.234624862670898438e-01,-6.636293139308691025e-03,-4.550030529499053955e-01,8.966832607984542847e-02,-1.863423138856887817e-01,-3.714140951633453369e-01,5.208629965782165527e-01,3.899858146905899048e-02,1.933405399322509766e-01,-3.164992202073335648e-03,-1.083468087017536163e-02,-2.077181637287139893e-01,1.336873620748519897e-01,2.678188681602478027e-01,3.521969318389892578e-01,-3.125024139881134033e-01,-5.310256779193878174e-02
6.439172029495239258e-01,-2.659922838211059570e-01,-2.725627720355987549e-01,-4.028850793838500977e-01,-3.705876469612121582e-01,4.213800430297851562e-01,-4.767259061336517334e-01,6.726440787315368652e-01,7.165361940860748291e-02,-1.424512863159179688e-01,-3.792316019535064697e-01,6.437145173549652100e-02,-3.293803036212921143e-01,3.023635149002075195e-01,2.335132658481597900e-01,6.739099975675344467e-03,-2.178759872913360596e-01
5.170767307281494141e-01,1.215196494013071060e-02,9.238499402999877930e-02,-1.259272247552871704e-01,2.549990415573120117e-01,2.987542888149619102e-03,3.082191944122314453e-01,-2.144547849893569946e-01,-4.174634218215942383e-01,1.039426028728485107e-01,3.038847446441650391e-01,1.740057766437530518e-01,-1.517032831907272339e-01,-6.577338278293609619e-02,-3.208494484424591064e-01,1.094852536916732788e-01,-4.591592401266098022e-02
