1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
1.1603904,1.1480587,1.2543447,1.4717464,1.3435564,1.384481,2.0143623,2.319423,2.8600526,2.8615696,3.2359636,2.9782836,2.5508273,2.3373551,2.031757,1.9355162,1.4002445,1.4343119,1.3144846,1.0839934,1.382963,1.209892,1.0738587,1.1247085,1.0531416,1.1995474,0.9445981,1.0969421,1.1885644,1.1242114,0.99208695,0.94221705,0.96777904,0.98929006,0.9244384,1.0231869,0.9812767,1.0051455,0.8973876,0.96614224,1.0743588,1.0694716,1.0340836,1.0694289,1.1922591,1.0256875,0.86870736,0.878594,1.1642035,0.97920597,1.0980886,0.9416738,1.0213276,0.93582946,0.93073463,0.9371189,1.1508309,0.8885253,1.0913327,1.0593318,0.9523903,0.9438602,1.1993951,0.9472995,1.1202419,0.8782387,0.85244155,1.0149813,1.0667573,1.0781397,1.11268
1.3613296,1.4666626,1.5211593,1.9252566,2.0172796,2.349354,2.6816008,3.7573059,4.1559763,3.9609988,4.3902693,3.4393249,3.4525828,2.6407263,2.6432087,2.2811325,2.093796,1.9261601,1.893825,1.5067359,1.6775753,1.4941792,1.4794626,1.4230727,1.3961307,1.4163285,1.4459902,1.3947778,1.3384739,1.3753529,1.4517335,1.2979921,1.330493,1.3716366,1.171536,1.3523794,1.306411,1.3439345,1.3168681,1.2521721,1.3463435,1.298958,1.320087,1.344752,1.4143841,1.505807,1.3025669,1.2495229,1.4653364,1.292351,1.3915582,1.1093321,1.2216891,1.3118862,1.3471483,1.2695025,1.3511641,1.1752628,1.2305144,1.2788213,1.3744524,1.3557954,1.4774474,1.3443671,1.4548274,1.3065733,1.2687535,1.3817463,1.3727638,1.3203963,1.3615947
2.1356156,2.254078,2.1033218,2.5125222,2.8093312,3.4837735,3.7415447,4.650287,4.988954,5.616178,5.317535,4.716652,4.507538,3.6979642,3.8148038,2.8714874,3.1187363,2.6968884,2.710131,2.4559233,2.5125735,2.2634723,2.2010462,2.23518,2.141139,2.1997797,2.230296,2.361222,2.1805987,2.1656423,2.203112,2.0405722,1.937627,2.3242013,2.1034782,1.9105294,2.0252671,2.276205,2.0374093,2.2834244,2.277537,2.1620736,2.0184968,2.008025,1.999292,1.8934146,2.306317,1.8886921,2.1150334,2.0836356,2.0593812,1.6669825,2.0901887,2.1230745,2.1662073,2.0130212,1.987279,2.0123978,2.090687,2.0347087,2.085613,2.261167,2.0883212,2.1860542,2.1823106,2.2043746,2.372447,2.0872414,1.8690423,2.2271295,2.1750226
1.467138,1.5097405,1.5793668,1.9033183,2.0013273,2.2508688,2.802073,3.6413248,4.085431,4.020271,4.424478,3.4995775,3.4496505,2.7903712,2.699722,2.343974,2.1704297,1.9801375,1.8813833,1.5813829,1.7686695,1.5007967,1.5393587,1.5051581,1.4557629,1.5083096,1.4623781,1.4752214,1.4766537,1.5016657,1.4516115,1.3816375,1.3926908,1.4655579,1.2719227,1.3478701,1.3230268,1.401742,1.386763,1.3458897,1.4278338,1.4013454,1.4305915,1.4033567,1.4272181,1.4777278,1.3974504,1.3016063,1.459412,1.3909774,1.4524052,1.185603,1.2801274,1.3693442,1.3411657,1.2986087,1.3886427,1.2554017,1.3474792,1.3746642,1.3828206,1.4066201,1.5270965,1.3721001,1.4764643,1.3583771,1.3323201,1.4006574,1.3745886,1.4182993,1.5199771
1.5291661,1.565488,1.5724999,1.874267,1.87653,2.1560457,2.646882,3.3207662,3.8141656,4.0226073,4.278854,3.6495187,3.3056052,2.809643,2.7034726,2.2790911,2.0659356,1.9364295,1.8191729,1.5571907,1.7632269,1.5734577,1.4645871,1.531232,1.4519212,1.56321,1.3584688,1.5665455,1.5421623,1.5573319,1.4182695,1.3432132,1.3469806,1.4967531,1.3044326,1.3022054,1.3147705,1.4852253,1.2955027,1.4239496,1.4722973,1.4294311,1.3869104,1.3875968,1.4341812,1.3434043,1.4059702,1.2113363,1.5518053,1.38568,1.4344622,1.1594998,1.3692822,1.3485894,1.383857,1.289796,1.4703333,1.2502614,1.444538,1.4183134,1.3486484,1.4430113,1.5548427,1.3867459,1.5497122,1.3666136,1.3700815,1.4215281,1.3867913,1.5162067,1.5479082
1.1333548,1.1194637,1.2322925,1.4485699,1.322513,1.3623526,1.9884351,2.310748,2.8587365,2.8098867,3.2113178,2.9178514,2.5221245,2.2890046,1.9944482,1.919937,1.3792919,1.4129449,1.2915308,1.062107,1.3557179,1.1861631,1.0565873,1.0979131,1.0278978,1.1729393,0.9274797,1.0604417,1.1558875,1.103438,0.97080636,0.9179709,0.95164746,0.9626808,0.9009646,1.0055861,0.95232785,0.9743912,0.8807361,0.9366773,1.0404888,1.0428537,1.0149832,1.0448486,1.1705079,1.0191493,0.8436898,0.8589207,1.1345873,0.96319276,1.0767237,0.9204746,0.99156106,0.91611075,0.90749896,0.91353935,1.1275226,0.8663468,1.0519185,1.027207,0.9324758,0.92653465,1.1819153,0.9199238,1.0971615,0.85791713,0.82805437,0.9948061,1.0546067,1.0523167,1.0887235
9.082674,10.417959,8.938419,9.735828,10.294433,10.6665325,10.201829,9.983028,10.0249405,12.544915,10.43467,11.899528,10.824795,11.3937025,9.650906,10.618343,9.460827,10.426279,10.000014,11.17848,10.791643,10.746157,9.956688,10.053939,11.024244,9.557522,10.887042,9.752756,9.639949,9.303331,11.297062,9.929991,11.176463,9.954813,11.078992,10.869796,10.900318,10.318826,10.448191,10.514645,9.902758,10.831038,9.579889,10.102184,11.04715,9.379211,9.949486,10.733693,10.581463,9.817193,9.508004,9.639139,11.286231,10.673724,9.908055,10.876668,9.155026,11.757664,10.074336,10.394722,9.4477215,9.893974,7.3438654,10.959638,9.329241,9.434153,10.354019,9.026689,8.392556,10.1257925,9.301478
4.0984907,4.640695,4.6153364,5.114663,6.0911202,6.2644343,6.8451133,7.733969,7.0424094,7.7719345,7.141647,8.615405,7.019043,7.4302826,7.283708,5.5210495,5.6175413,5.0384603,5.6412344,5.1661153,5.210681,4.3515,5.479061,4.7703223,5.4813194,3.962334,5.8286805,4.2379484,4.5792336,4.104738,5.19406,5.0622797,4.5437384,4.775239,4.935333,4.761943,5.848531,4.7493544,4.659627,4.862386,5.3513603,4.5485992,5.0526137,4.954162,4.649897,4.438991,4.578875,5.2730474,4.1803603,4.0901527,5.0078816,4.026138,4.787603,4.7071795,5.3091183,4.81093,3.643032,4.441593,4.953702,4.4531236,5.078711,3.9320967,3.7089953,4.678981,4.1790895,4.156536,4.8356485,4.054128,3.8263574,4.0887175,3.847179
1.2033273,1.1271274,1.3895564,1.4893125,1.5348961,1.4407043,2.3264024,2.6237018,3.0709798,2.875848,3.5641441,2.9488442,2.7235658,2.499955,2.1254368,2.108683,1.5885293,1.5252497,1.3896163,1.1439847,1.472114,1.1034284,1.2605342,1.1993262,1.1602118,1.2019584,1.0690744,1.1163454,1.2832359,1.1863716,1.0525903,1.1540147,1.0868186,1.0717404,0.95118535,1.0929767,1.062721,1.0144436,1.0901421,0.9622517,1.130527,1.1312469,1.2022,1.1877891,1.2283361,1.2084515,0.95120054,1.076638,1.0545312,1.0315396,1.226185,1.0739281,0.97883314,0.9878606,0.89858943,0.972304,1.0838629,0.98403937,1.1227571,1.1268762,1.0377598,0.9449341,1.2128046,0.96987814,1.0800817,0.91246915,0.83200145,1.0362563,1.0514255,1.0349399,1.248023
2.1043136,2.218885,2.0680063,2.471205,2.7075565,3.3677566,3.6412606,4.465117,4.8386183,5.5293093,5.234799,4.6902103,4.3936625,3.653445,3.7125754,2.8081613,3.014441,2.6446023,2.6281686,2.3700802,2.4670653,2.2113085,2.1098597,2.2006896,2.0935597,2.1594214,2.1552444,2.3522897,2.1634688,2.1194234,2.1359816,1.9968594,1.8998585,2.2914393,2.0322654,1.8543477,1.9875782,2.2613056,1.9698324,2.2451653,2.2479677,2.1126885,1.9553066,1.9717215,1.9618691,1.8097546,2.254013,1.839253,2.1078446,2.017498,2.0033975,1.6398791,2.0387042,2.0705774,2.0973647,1.9788262,1.9372007,1.9578271,2.0885108,2.0181649,2.0188777,2.1939428,2.041998,2.1628554,2.1419735,2.1398551,2.309006,2.0438368,1.8049257,2.1854558,2.1407971
