-1.404346525669097900e-01,-4.439761042594909668e-01,-4.433444440364837646e-01,2.152486443519592285e-01,1.988299041986465454e-01,3.798694312572479248e-01,-3.721536397933959961e-01,-3.745419085025787354e-01,-2.602383494377136230e-01,4.354022741317749023e-01,-2.100764214992523193e-01,3.515464067459106445e-02,5.699858441948890686e-02
4.408597052097320557e-01,1.325658112764358521e-01,1.490159481763839722e-01,-3.516354560852050781e-01,-1.666578054428100586e-01,-5.546276569366455078e-01,-3.238141238689422607e-01,9.127359837293624878e-03,-5.749874711036682129e-01,-1.574313491582870483e-01,-6.333141326904296875e-01,6.402655970305204391e-03,-7.522907108068466187e-02
-5.072488188743591309e-01,4.409185349941253662e-01,2.055391855537891388e-02,1.517497561872005463e-02,-3.740863800048828125e-01,-1.655393987894058228e-01,2.511746883392333984e-01,4.135502576828002930e-01,2.743936777114868164e-01,9.128721058368682861e-02,3.149492740631103516e-01,4.870198369026184082e-01,-7.207009196281433105e-02
3.365758573636412621e-03,1.738331913948059082e-01,-4.147972762584686279e-01,3.242110013961791992e-01,-5.447075515985488892e-02,3.389166891574859619e-01,-3.132276833057403564e-01,-1.421983093023300171e-01,1.618767529726028442e-02,-5.500508099794387817e-02,-1.150239184498786926e-01,2.124771475791931152e-03,-2.646082639694213867e-01
-2.892205677926540375e-02,-4.885137677192687988e-01,-1.177466735243797302e-01,3.707456588745117188e-01,1.930090039968490601e-01,-2.190816402435302734e-02,-1.172680184245109558e-01,7.619616389274597168e-02,1.770440675318241119e-02,-1.923236250877380371e-01,1.463331095874309540e-02,-1.840293556451797485e-01,-4.816513508558273315e-02
3.043038249015808105e-01,2.834132015705108643e-01,-2.350262850522994995e-01,-8.200652152299880981e-02,6.387019902467727661e-02,-1.238784119486808777e-01,9.595551341772079468e-02,1.662946641445159912e-01,-1.578504294157028198e-01,9.823661297559738159e-02,1.316317766904830933e-01,-1.292836964130401611e-01,6.382505595684051514e-02
-3.686949014663696289e-01,-5.564727261662483215e-02,3.381230309605598450e-02,-2.996562421321868896e-01,1.940720975399017334e-01,-1.315542459487915039e-01,1.206023171544075012e-01,2.837593555450439453e-01,5.971322208642959595e-02,1.405094414949417114e-01,1.786995828151702881e-01,-5.712984874844551086e-02,4.375840723514556885e-01
-3.777492940425872803e-01,-8.975505828857421875e-02,-5.121459364891052246e-01,1.467602998018264771e-01,2.273806631565093994e-01,-2.878864705562591553e-01,-7.756263017654418945e-02,4.520605206489562988e-01,-1.465020924806594849e-01,-4.401565715670585632e-02,-1.821396797895431519e-01,-4.192987084388732910e-02,-2.269800603389739990e-01
-1.478615552186965942e-01,-2.056963443756103516e-01,-5.890009924769401550e-02,9.825352579355239868e-02,-1.143087074160575867e-01,1.303796321153640747e-01,4.497759938240051270e-01,3.981768190860748291e-01,-3.242085129022598267e-02,1.041958928108215332e-01,-7.045506685972213745e-02,1.662306934595108032e-01,-4.812014289200305939e-03
-7.519482076168060303e-02,-6.135797500610351562e-01,3.120012581348419189e-01,6.166471168398857117e-02,-3.002158999443054199e-01,-5.232070386409759521e-02,-5.125257968902587891e-01,4.165084064006805420e-01,-1.938783526420593262e-01,-3.252072036266326904e-01,-4.187613129615783691e-01,-9.431567788124084473e-02,-5.614494904875755310e-02
