-8.333661556243896484e-01,9.329609274864196777e-01,-2.792089879512786865e-01,4.380628764629364014e-01,5.636917427182197571e-02,-2.995275855064392090e-01,2.326062619686126709e-01,4.336433112621307373e-02,8.506731688976287842e-02,8.090117573738098145e-02,-2.234573513269424438e-01,-2.595599591732025146e-01,7.905893325805664062e-01,6.000996828079223633e-01,4.838791787624359131e-01
4.119810163974761963e-01,-4.683560132980346680e-02,2.997359633445739746e-01,-6.232607960700988770e-01,2.688397169113159180e-01,-4.145164042711257935e-02,-7.435460686683654785e-01,4.573709666728973389e-01,3.319858610630035400e-01,4.560069739818572998e-01,2.337993085384368896e-01,3.163273334503173828e-01,5.317965894937515259e-02,-6.167240142822265625e-01,6.214612349867820740e-02
-6.331142783164978027e-01,4.157140552997589111e-01,3.915761411190032959e-01,2.156152278184890747e-01,-7.504828274250030518e-02,4.261299967765808105e-01,5.835256576538085938e-01,-4.980757087469100952e-02,-3.270764350891113281e-01,-7.650761306285858154e-02,-1.176954656839370728e-01,7.030615210533142090e-02,1.160691142082214355e+00,-2.169513702392578125e-01,-5.021999776363372803e-02
4.966903030872344971e-01,-2.553896307945251465e-01,1.285194307565689087e-01,5.667836070060729980e-01,-3.483125269412994385e-01,-3.091082572937011719e-01,8.030190467834472656e-01,-4.837985932826995850e-01,4.513066411018371582e-01,-1.593351513147354126e-01,-3.463568687438964844e-01,2.345787435770034790e-01,-3.386396169662475586e-01,5.342412590980529785e-01,-5.071208477020263672e-01
1.361763477325439453e-01,-1.652854830026626587e-01,-5.145326852798461914e-01,-3.726910650730133057e-01,3.460602760314941406e-01,3.670027256011962891e-01,-1.368107050657272339e-01,-2.316594123840332031e-01,-7.920824885368347168e-01,-2.441346049308776855e-01,-1.355852335691452026e-01,-6.003289297223091125e-02,-1.244703307747840881e-01,-7.316311597824096680e-01,3.537716567516326904e-01
-2.881597280502319336e-01,2.060435898602008820e-02,1.183927059173583984e-01,1.661833226680755615e-01,-5.758119821548461914e-01,4.022756218910217285e-01,4.142725169658660889e-01,2.052502632141113281e-01,-5.549623370170593262e-01,6.111956387758255005e-02,2.907761037349700928e-01,-6.733088493347167969e-01,-8.594366312026977539e-01,9.285286068916320801e-02,5.646098852157592773e-01
-8.322757482528686523e-01,5.408147722482681274e-02,5.845415592193603516e-01,9.132851846516132355e-03,2.412722855806350708e-01,-1.187165677547454834e-01,-2.509513199329376221e-01,4.987184405326843262e-01,5.088543295860290527e-01,6.798203587532043457e-01,7.135462164878845215e-01,9.633944630622863770e-01,1.810917258262634277e-01,-1.940793246030807495e-01,2.298514842987060547e-01
-2.175222635269165039e-01,-9.225598722696304321e-02,-4.541872441768646240e-02,1.159639880061149597e-01,-3.196419775485992432e-01,-5.908005237579345703e-01,-6.307883560657501221e-02,1.900821477174758911e-01,3.240759074687957764e-01,1.081009387969970703e+00,-4.074470400810241699e-01,4.395396709442138672e-01,5.628373026847839355e-01,1.120437160134315491e-01,-1.495309472084045410e-01
-5.703252553939819336e-01,3.560568392276763916e-01,1.045816987752914429e-01,-1.102354470640420914e-02,6.944350898265838623e-02,-2.597518265247344971e-02,-5.229731798171997070e-01,-1.623310297727584839e-01,5.632954835891723633e-01,-1.921913772821426392e-01,-2.360253827646374702e-03,-4.730446636676788330e-01,-4.341904073953628540e-02,-2.090220749378204346e-01,1.651814132928848267e-01
8.778686523437500000e-01,9.906488656997680664e-02,1.689433455467224121e-01,-2.877082526683807373e-01,-1.758172512054443359e-01,5.698411464691162109e-01,-1.139292240142822266e+00,4.145558178424835205e-01,-4.582878202199935913e-02,-2.350265830755233765e-01,-5.533033236861228943e-02,6.071064621210098267e-03,-7.412626594305038452e-02,1.299178749322891235e-01,-4.863847792148590088e-01
