-1.114793419837951660e-01,-9.341111290268599987e-04,-3.514146432280540466e-02,-1.173753812909126282e-01,-8.564388751983642578e-02,-4.330853000283241272e-02,-2.341559901833534241e-02,2.659237682819366455e-01
1.473988685756921768e-02,-2.115803658962249756e-01,-1.007358655333518982e-01,-2.704182863235473633e-01,-6.737965345382690430e-02,-8.256828039884567261e-02,-2.030765414237976074e-01,-1.551976352930068970e-01
-5.732934549450874329e-02,-9.042917937040328979e-02,1.824423298239707947e-02,-1.025564000010490417e-01,-1.010385975241661072e-01,-2.161574065685272217e-01,-1.255207061767578125e-01,-1.854460686445236206e-01
-2.668391168117523193e-01,-1.070311516523361206e-01,-1.253826264292001724e-02,-2.328425645828247070e-01,7.337068766355514526e-02,1.085510477423667908e-02,-8.762385696172714233e-02,2.529533207416534424e-02
-1.839632838964462280e-01,1.241901144385337830e-01,-2.673375234007835388e-02,-2.999209761619567871e-01,-3.915759921073913574e-02,9.779493510723114014e-02,-1.322627514600753784e-01,-1.703384220600128174e-01
-6.069519519805908203e-01,-8.043359220027923584e-02,-1.701916605234146118e-01,-2.713203132152557373e-01,6.744944304227828979e-02,6.288978736847639084e-03,-2.200180143117904663e-01,-1.359437257051467896e-01
-3.585069477558135986e-01,1.857671188190579414e-03,1.077126413583755493e-01,-2.270224243402481079e-01,3.262039041146636009e-03,-4.788152407854795456e-03,-1.859352439641952515e-01,-1.100390553474426270e-01
-2.349882423877716064e-01,2.837260998785495758e-02,1.638308912515640259e-02,-3.698198497295379639e-01,3.882928937673568726e-02,8.345688134431838989e-02,-1.038397699594497681e-01,9.780634939670562744e-02
-3.400976061820983887e-01,2.417307943105697632e-01,5.365063552744686604e-04,-4.933440685272216797e-01,1.504624634981155396e-02,1.438377201557159424e-01,-6.495359539985656738e-02,1.054974421858787537e-01
-1.668544709682464600e-01,-2.414692044258117676e-01,-6.504908949136734009e-02,-4.104842543601989746e-01,8.134621381759643555e-02,2.417416274547576904e-01,5.518932640552520752e-02,-1.919888257980346680e-01
-1.276853084564208984e-01,1.126508861780166626e-01,1.499656289815902710e-01,-4.227228164672851562e-01,4.019555449485778809e-02,1.456462889909744263e-01,8.822681754827499390e-02,-5.293475836515426636e-02
6.559006124734878540e-02,-1.964746862649917603e-01,1.076850667595863342e-01,-3.666422963142395020e-01,-8.750371634960174561e-02,2.261348515748977661e-01,-6.759165227413177490e-02,-2.155897393822669983e-02
3.261981010437011719e-01,6.829702109098434448e-02,1.066682189702987671e-01,-3.594523072242736816e-01,-4.096066951751708984e-01,1.935212314128875732e-01,-2.802457474172115326e-02,1.531960666179656982e-01
2.124337553977966309e-01,2.693651430308818817e-02,-1.394793093204498291e-01,-2.551928758621215820e-01,-2.191048562526702881e-01,8.262762427330017090e-02,-1.309097856283187866e-01,-5.325756967067718506e-02
6.192337870597839355e-01,4.147889465093612671e-02,-8.084511011838912964e-02,-2.586543858051300049e-01,-2.072659134864807129e-01,2.714426815509796143e-01,2.286254912614822388e-01,-1.414701938629150391e-01
5.024243593215942383e-01,-6.263323128223419189e-02,2.002643793821334839e-01,-4.293265938758850098e-01,-4.479076713323593140e-02,7.130207121372222900e-02,1.648185588419437408e-02,1.587868481874465942e-01
4.772856533527374268e-01,-6.753008067607879639e-02,3.201543167233467102e-02,-1.967056393623352051e-01,-3.428829610347747803e-01,9.860929101705551147e-02,8.900363743305206299e-02,1.053349673748016357e-01
6.293010115623474121e-01,-2.874701619148254395e-01,-7.082296907901763916e-02,-6.066283211112022400e-02,-1.158265471458435059e-01,-6.475318968296051025e-02,6.193974614143371582e-02,-6.236455589532852173e-02
3.249088227748870850e-01,-3.378783166408538818e-01,6.885100901126861572e-02,-2.758221328258514404e-01,-2.895981073379516602e-01,-1.887875609099864960e-02,-8.986861258745193481e-02,-1.806768029928207397e-01
6.223850846290588379e-01,-2.553535401821136475e-01,-8.062270283699035645e-02,-2.490894943475723267e-01,-1.894863396883010864e-01,6.654052436351776123e-02,1.736959517002105713e-01,4.011204093694686890e-02
2.983310818672180176e-01,-2.612170577049255371e-01,6.922863423824310303e-02,-1.849174201488494873e-01,9.493480320088565350e-04,1.294424105435609818e-02,6.404679268598556519e-02,-2.481034547090530396e-01
4.069207012653350830e-01,-2.803661525249481201e-01,1.680363267660140991e-01,-1.716949343681335449e-01,-2.327934503555297852e-01,-2.827312238514423370e-02,1.684802398085594177e-02,-3.903598710894584656e-02
4.362801611423492432e-01,-2.738768756389617920e-01,-1.793089807033538818e-01,-1.231598760932683945e-02,-2.975667715072631836e-01,6.371259689331054688e-02,-2.702769078314304352e-02,-2.449566721916198730e-01
2.525298297405242920e-01,-6.662030518054962158e-02,-3.830444440245628357e-02,-2.341026812791824341e-01,-5.343118682503700256e-02,-1.122383028268814087e-01,1.385860443115234375e-01,-1.609485596418380737e-02
1.423379927873611450e-01,-1.990572959184646606e-01,1.845668070018291473e-02,9.550742805004119873e-02,-2.244880199432373047e-01,-5.476202443242073059e-02,-7.869404554367065430e-02,-1.539421975612640381e-01
3.440785706043243408e-01,-1.420141458511352539e-01,1.551406234502792358e-01,-7.692275941371917725e-02,-2.010821253061294556e-01,1.387843042612075806e-01,8.548627048730850220e-02,-1.954774558544158936e-01
-1.575283408164978027e-01,-4.632702469825744629e-02,2.282387018203735352e-01,3.731667995452880859e-02,-9.641312062740325928e-02,1.421252042055130005e-01,1.797883361577987671e-01,-5.688166245818138123e-02
1.935175508260726929e-01,4.148734733462333679e-02,-6.602840125560760498e-02,-1.531705260276794434e-01,-2.394948005676269531e-01,-1.181269660592079163e-01,2.359488606452941895e-01,-1.128753051161766052e-01
4.558829590678215027e-02,1.447443068027496338e-01,1.621265709400177002e-01,5.748124793171882629e-02,4.715019837021827698e-02,2.811203594319522381e-04,2.135954052209854126e-01,-1.225021481513977051e-01
-1.480995863676071167e-01,3.828045427799224854e-01,-1.520850211381912231e-01,-1.016830429434776306e-01,-1.063033565878868103e-01,5.764069408178329468e-02,9.001822769641876221e-02,-1.809604018926620483e-01
1.050234586000442505e-01,1.696779131889343262e-01,-1.749115251004695892e-02,-1.330286171287298203e-02,5.736225843429565430e-02,-1.938879117369651794e-02,1.176906097680330276e-02,-1.125064715743064880e-01
-3.626897186040878296e-02,2.555079162120819092e-01,-4.928513616323471069e-02,-1.192146679386496544e-03,5.169120617210865021e-03,-3.683798760175704956e-02,9.827117621898651123e-02,-5.927314236760139465e-02
-9.038876742124557495e-02,5.596063137054443359e-01,-4.594362527132034302e-02,4.533786326646804810e-02,-1.497448794543743134e-02,3.134576603770256042e-02,1.892899274826049805e-01,3.442187979817390442e-02
2.114457935094833374e-01,3.496646285057067871e-01,5.023198947310447693e-02,-2.203676253557205200e-01,-8.986905217170715332e-02,-2.447512373328208923e-02,2.318206131458282471e-01,4.475431144237518311e-02
-1.045694649219512939e-01,3.221145868301391602e-01,1.937702670693397522e-02,7.097221910953521729e-02,-3.000249564647674561e-01,-1.657751947641372681e-01,-2.177884243428707123e-02,-5.425084382295608521e-02
1.383918821811676025e-01,5.738443732261657715e-01,-2.346764653921127319e-01,7.944434881210327148e-03,-1.630784869194030762e-01,1.739642396569252014e-02,8.019172400236129761e-02,8.976952731609344482e-02
2.464855760335922241e-01,1.582883298397064209e-01,-1.214525941759347916e-02,-5.237856507301330566e-02,-4.291047528386116028e-02,1.567871868610382080e-01,-3.023196570575237274e-02,-5.000128746032714844e-01
-4.928888007998466492e-02,3.872403204441070557e-01,1.287157386541366577e-01,2.686872333288192749e-02,-3.794127106666564941e-01,-1.670605391263961792e-01,-1.643162518739700317e-01,-3.390512168407440186e-01
1.151363365352153778e-02,2.284999191761016846e-01,-7.449023425579071045e-02,-3.868407756090164185e-02,-1.267791986465454102e-01,-2.313069552183151245e-01,5.622936040163040161e-02,-1.242243573069572449e-01
-5.364422127604484558e-02,2.063582539558410645e-01,4.689162888098508120e-04,-5.188348516821861267e-02,-4.589377641677856445e-01,-1.100510954856872559e-01,1.705437153577804565e-01,-3.175208866596221924e-01
1.089597865939140320e-01,-2.551592886447906494e-01,-2.053881436586380005e-01,9.290251135826110840e-02,-3.605896234512329102e-01,-2.019977755844593048e-02,-3.219050541520118713e-02,-6.211211532354354858e-02
3.590326383709907532e-02,2.561945617198944092e-01,5.403939634561538696e-03,-1.426526457071304321e-01,-1.738928109407424927e-01,7.639399170875549316e-02,8.396580070257186890e-02,3.597334772348403931e-02
-2.927183210849761963e-01,-1.770996898412704468e-01,-2.348123490810394287e-02,1.203799247741699219e-02,-4.968957602977752686e-01,1.346621066331863403e-01,2.268684208393096924e-01,9.106754511594772339e-02
-1.514430493116378784e-01,-9.372054040431976318e-02,1.853783056139945984e-02,-4.473851993680000305e-02,-7.091819047927856445e-01,-5.481952801346778870e-02,2.686586976051330566e-01,2.656401367858052254e-03
