1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
1.389351852,1.391666667,1.384259259,1.420833333,1.510185185,1.57037037,1.586574074,1.5375,1.493055556,1.416666667,1.321759259,1.250925926,1.219907407,1.209722222,1.206481481,1.207407407,1.211111111,1.212037037,1.214351852,1.219444444,1.22037037,1.212037037,1.2,1.191203704,1.187962963,1.194907407,1.204166667,1.215277778,1.21712963,1.210648148,1.204166667,1.201851852,1.200462963,1.192592593,1.185185185,1.184259259,1.184722222,1.181944444,1.181018519,1.183796296,1.184722222,1.177777778,1.175,1.175462963,1.183333333,1.181944444,1.175,1.164814815,1.158796296,1.162962963,1.172685185,1.185185185,1.193518519,1.197685185,1.197685185,1.194444444,1.191666667,1.191203704,1.19212963,1.19212963,1.19537037,1.205555556,1.212037037,1.210185185,1.200925926,1.196296296,1.195833333,1.190277778,1.182407407,1.178240741,1.183333333
0.948611111,1.138888889,1.502777778,2.058333333,2.805555556,3.702777778,4.698611111,5.722222222,6.694444444,7.483333333,7.963888889,7.991666667,7.502777778,6.456944444,4.938888889,3.276388889,1.861111111,1.019444444,0.661111111,0.581944444,0.563888889,0.561111111,0.566666667,0.593055556,0.8,1.327777778,2.181944444,3.105555556,3.705555556,3.855555556,3.458333333,2.809722222,2.066666667,1.519444444,1.195833333,1.069444444,1.019444444,0.956944444,0.847222222,0.720833333,0.620833333,0.570833333,0.570833333,0.586111111,0.606944444,0.606944444,0.606944444,0.606944444,0.606944444,0.606944444,0.606944444,0.606944444,0.606944444,0.606944444,0.606944444,0.606944444,0.606944444,0.606944444,0.606944444,0.606944444,0.606944444,0.606944444,0.606944444,0.606944444,0.606944444,0.606944444,0.606944444,0.606944444,0.606944444,0.606944444,0.606944444
2.678240741,2.681018519,2.69537037,2.750925926,2.899537037,3.371296296,4.143981481,4.95462963,5.295833333,5.094444444,4.458333333,3.739814815,3.121296296,2.793981481,2.663425926,2.618055556,2.582407407,2.560185185,2.543518519,2.520833333,2.500925926,2.486111111,2.47962963,2.481944444,2.491203704,2.501388889,2.512962963,2.522222222,2.525925926,2.51712963,2.499537037,2.486574074,2.481481481,2.479166667,2.481481481,2.486111111,2.499537037,2.508333333,2.513425926,2.513425926,2.516203704,2.521759259,2.522222222,2.514351852,2.508333333,2.508796296,2.515740741,2.518981481,2.526388889,2.5375,2.54537037,2.543518519,2.538425926,2.540277778,2.54537037,2.546296296,2.539351852,2.539351852,2.539351852,2.539351852,2.539351852,2.539351852,2.539351852,2.539351852,2.539351852,2.539351852,2.539351852,2.539351852,2.539351852,2.539351852,2.539351852
1.158333333,1.2625,1.502083333,1.947916667,2.64375,3.53125,4.464583333,5.302083333,5.8375,5.883333333,5.508333333,4.779166667,3.989583333,3.15,2.470833333,2.058333333,1.841666667,1.925,1.964583333,2.20625,2.545833333,2.854166667,3.070833333,3.05625,2.985416667,2.70625,2.295833333,1.922916667,1.610416667,1.377083333,1.245833333,1.191666667,1.170833333,1.1625,1.1625,1.1625,1.1625,1.1625,1.1625,1.1625,1.1625,1.1625,1.1625,1.1625,1.1625,1.1625,1.1625,1.1625,1.1625,1.1625,1.1625,1.1625,1.1625,1.1625,1.1625,1.1625,1.1625,1.1625,1.1625,1.1625,1.1625,1.1625,1.1625,1.1625,1.1625,1.1625,1.1625,1.1625,1.1625,1.1625,1.1625
2.2,2.777083333,3.466666667,4.095833333,4.466666667,4.4375,4.041666667,3.54375,2.95,2.39375,1.972916667,1.777083333,1.708333333,1.654166667,1.629166667,1.635416667,1.658333333,1.679166667,1.670833333,1.65625,1.58125,1.472916667,1.38125,1.320833333,1.297916667,1.354166667,1.591666667,1.591666667,1.591666667,1.591666667,1.591666667,1.591666667,1.591666667,1.591666667,1.591666667,1.591666667,1.591666667,1.591666667,1.591666667,1.591666667,1.591666667,1.591666667,1.591666667,1.591666667,1.591666667,1.591666667,1.591666667,1.591666667,1.591666667,1.591666667,1.591666667,1.591666667,1.591666667,1.591666667,1.591666667,1.591666667,1.591666667,1.591666667,1.591666667,1.591666667,1.591666667,1.591666667,1.591666667,1.591666667,1.591666667,1.591666667,1.591666667,1.591666667,1.591666667,1.591666667,1.591666667
1.114814815,1.121296296,1.133333333,1.199537037,1.377314815,1.654166667,1.950925926,2.208333333,2.342592593,2.255092593,1.890740741,1.445833333,1.162962963,1.091666667,1.114814815,1.126388889,1.131944444,1.147685185,1.168981481,1.185648148,1.193055556,1.185648148,1.171759259,1.162962963,1.167592593,1.164814815,1.125462963,1.073611111,1.043518519,1.052777778,1.075,1.088425926,1.091203704,1.087962963,1.087037037,1.089814815,1.093981481,1.094444444,1.097685185,1.101388889,1.107407407,1.108796296,1.105092593,1.096296296,1.086574074,1.080555556,1.078703704,1.079166667,1.083796296,1.092592593,1.100925926,1.101388889,1.094444444,1.084259259,1.072685185,1.066203704,1.07037037,1.086111111,1.100925926,1.108796296,1.103703704,1.099537037,1.099074074,1.106018519,1.112962963,1.112962963,1.112962963,1.112962963,1.112962963,1.112962963,1.112962963
5.472916667,5.48125,5.485416667,5.475,5.475,5.464583333,5.45,5.4375,5.425,5.439583333,5.470833333,5.520833333,5.585416667,5.66875,5.770833333,5.897916667,6.047916667,6.227083333,6.447916667,6.722916667,7.045833333,7.9375,8.860416667,9.722916667,10.74791667,11.91458333,13.13958333,14.38541667,15.32291667,16.35625,17.20625,17.86041667,18.30208333,18.375,17.89375,15.35833333,13.59583333,11.87708333,10.35625,9.220833333,8.420833333,8.129166667,8.022916667,7.977083333,8.129166667,8.78125,9.760416667,10.99166667,12.48958333,13.86041667,15.40833333,15.41458333,14.80208333,13.91875,12.95625,11.94166667,11.05208333,10.33541667,9.995833333,9.604166667,9.316666667,9.09375,8.864583333,8.639583333,8.272916667,8.16875,8.102083333,8.064583333,8.025,8.002083333,7.977083333
2.233333333,2.310416667,2.49375,2.927083333,3.75625,4.835416667,6.135416667,7.672916667,9.35,10.85208333,12.01458333,12.86666667,13.34375,13.23125,12.43958333,10.87083333,9.179166667,7.70625,6.475,5.566666667,5.04375,5.166666667,5.277083333,5.125,4.84375,4.608333333,4.6375,5.135416667,6.345833333,7.445833333,8.666666667,9.825,10.61875,10.79375,10.10416667,9.425,8.466666667,7.416666667,6.441666667,5.614583333,4.9875,4.541666667,4.254166667,4.054166667,3.910416667,3.81875,3.7375,3.647916667,3.55625,3.464583333,3.375,3.285416667,3.20625,3.129166667,3.072916667,3.03125,3.03125,3.03125,3.03125,3.03125,3.03125,3.03125,3.03125,3.03125,3.03125,3.03125,3.03125,3.03125,3.03125,3.03125,3.03125
0.776388889,0.777777778,0.783333333,0.844444444,1.006944444,1.284722222,1.609722222,1.881944444,2.034722222,2.055555556,1.968055556,1.804166667,1.623611111,1.501388889,1.519444444,1.729166667,2.186111111,2.875,3.763888889,4.719444444,5.661111111,6.430555556,6.934722222,6.973611111,6.454166667,5.261111111,3.695833333,2.168055556,1.194444444,0.781944444,0.725,0.726388889,0.694444444,0.636111111,0.588888889,0.588888889,0.588888889,0.588888889,0.588888889,0.588888889,0.588888889,0.588888889,0.588888889,0.588888889,0.588888889,0.588888889,0.588888889,0.588888889,0.588888889,0.588888889,0.588888889,0.588888889,0.588888889,0.588888889,0.588888889,0.588888889,0.588888889,0.588888889,0.588888889,0.588888889,0.588888889,0.588888889,0.588888889,0.588888889,0.588888889,0.588888889,0.588888889,0.588888889,0.588888889,0.588888889,0.588888889
2.677314815,2.680092593,2.696296296,2.805092593,3.077777778,3.488888889,3.8375,3.94537037,3.695833333,3.284722222,2.893055556,2.697222222,2.632407407,2.605555556,2.582407407,2.561111111,2.548148148,2.540740741,2.526851852,2.510648148,2.491666667,2.485648148,2.491203704,2.506018519,2.515740741,2.515277778,2.510185185,2.510185185,2.514814815,2.512962963,2.501388889,2.490740741,2.479166667,2.47037037,2.462962963,2.463888889,2.468055556,2.473611111,2.487962963,2.507407407,2.522685185,2.530092593,2.535185185,2.543055556,2.547685185,2.551851852,2.557407407,2.561574074,2.568055556,2.568055556,2.568055556,2.568055556,2.568055556,2.568055556,2.568055556,2.568055556,2.568055556,2.568055556,2.568055556,2.568055556,2.568055556,2.568055556,2.568055556,2.568055556,2.568055556,2.568055556,2.568055556,2.568055556,2.568055556,2.568055556,2.568055556
2.448611111,2.735185185,3.512962963,4.653703704,5.808796296,6.686574074,7.0875,7.120833333,6.810185185,6.325,5.700925926,4.96712963,4.197685185,3.459722222,2.85787037,2.411111111,2.107407407,1.916666667,1.790740741,1.691203704,1.584722222,1.472222222,1.375925926,1.311574074,1.273148148,1.247685185,1.216666667,1.190277778,1.170833333,1.1625,1.152777778,1.135185185,1.116666667,1.1,1.088425926,1.081944444,1.08287037,1.084722222,1.074074074,1.054166667,1.036111111,1.02962963,1.023148148,1.015277778,1.006481481,1.00462963,1.002777778,1.000925926,0.997222222,1.000925926,1.005555556,1.009722222,1.008796296,1.006481481,1.010185185,1.014814815,1.018055556,1.011111111,1.004166667,1.004166667,1.0125,1.022685185,1.030555556,1.031018519,1.025,1.014351852,1.006018519,0.997685185,0.989814815,0.990740741,0.999074074
2.454166667,2.575,3.035416667,3.9,5.095833333,6.435416667,7.8,9.058333333,9.86875,9.985416667,9.375,8.233333333,6.891666667,5.55,4.3375,3.4375,2.964583333,2.970833333,3.3625,3.889583333,4.6,5.577083333,6.672916667,7.70625,8.472916667,8.979166667,8.897916667,8.525,7.7625,6.733333333,5.583333333,4.514583333,3.827083333,3.1375,2.683333333,2.464583333,2.41875,2.41875,2.41875,2.41875,2.41875,2.41875,2.41875,2.41875,2.41875,2.41875,2.41875,2.41875,2.41875,2.41875,2.41875,2.41875,2.41875,2.41875,2.41875,2.41875,2.41875,2.41875,2.41875,2.41875,2.41875,2.41875,2.41875,2.41875,2.41875,2.41875,2.41875,2.41875,2.41875,2.41875,2.41875
1.009259259,1.010648148,1.027777778,1.07962963,1.198148148,1.374537037,1.588888889,1.796296296,1.9875,2.068518519,1.916203704,1.571296296,1.234722222,1.090277778,1.089351852,1.108796296,1.10787037,1.104166667,1.109722222,1.1125,1.109259259,1.110648148,1.1125,1.122222222,1.170833333,1.241203704,1.285185185,1.233333333,1.118518519,1.006018519,0.956944444,0.960185185,0.983796296,0.994444444,0.988888889,0.985648148,0.9875,0.999074074,1.001851852,0.998611111,0.991666667,0.992592593,0.998611111,1.001388889,1.000462963,1.004166667,1.010185185,1.0125,1.006018519,0.996296296,0.991666667,0.991203704,0.993518519,0.995833333,1,1.008333333,1.008333333,1.008333333,1.008333333,1.008333333,1.008333333,1.008333333,1.008333333,1.008333333,1.008333333,1.008333333,1.008333333,1.008333333,1.008333333,1.008333333,1.008333333
1.147685185,1.152777778,1.159722222,1.159259259,1.159259259,1.171296296,1.190740741,1.205092593,1.214814815,1.230092593,1.249074074,1.259722222,1.258333333,1.252777778,1.273148148,1.350925926,1.55462963,1.892592593,2.275462963,2.432407407,2.210648148,1.753240741,1.381944444,1.241203704,1.229166667,1.229166667,1.222222222,1.222222222,1.222685185,1.223611111,1.235185185,1.253703704,1.263888889,1.266203704,1.319444444,1.423611111,1.476851852,1.386111111,1.233333333,1.131018519,1.127314815,1.152314815,1.174537037,1.177777778,1.172685185,1.172222222,1.171296296,1.162037037,1.152314815,1.15462963,1.166203704,1.173611111,1.175925926,1.175462963,1.177777778,1.17962963,1.175,1.163888889,1.155555556,1.155555556,1.163888889,1.166203704,1.162037037,1.159259259,1.169907407,1.184259259,1.188425926,1.18287037,1.179166667,1.176851852,1.173148148
