-4.765952378511428833e-02,-1.841103285551071167e-01,-5.512825772166252136e-02,1.467266529798507690e-01,3.582853078842163086e-02,1.004252061247825623e-01,3.709282279014587402e-01,-2.596831917762756348e-01,5.598396658897399902e-01,-2.503874301910400391e-01,1.601289361715316772e-01,-1.451265513896942139e-01,2.901023626327514648e-01,-2.523224949836730957e-01,4.837780594825744629e-01,1.425608694553375244e-01,-9.202941507101058960e-02,3.602590262889862061e-01,2.547701634466648102e-02,3.581995144486427307e-02,-3.253829479217529297e-02,-4.490906745195388794e-02,-3.238869011402130127e-01,-4.521839693188667297e-02,-1.349433138966560364e-02,2.370811812579631805e-02,5.991422533988952637e-01,-2.726559340953826904e-02,6.592814922332763672e-01,-1.145577058196067810e-01,-1.103138476610183716e-01,4.384035766124725342e-01,-2.779707908630371094e-01,-2.816755771636962891e-01,5.352178812026977539e-01
-6.467878818511962891e-02,2.568517029285430908e-01,-2.919103503227233887e-01,2.305393218994140625e-01,2.260929793119430542e-01,-3.808283805847167969e-02,1.820641458034515381e-01,-5.635903030633926392e-02,2.105813287198543549e-02,-1.223660707473754883e-01,-1.141942963004112244e-01,2.017541527748107910e-01,2.817484363913536072e-02,-4.198335409164428711e-01,-1.111482605338096619e-01,-5.203979611396789551e-01,3.333440124988555908e-01,-1.086130216717720032e-01,-1.241963729262351990e-02,2.318808995187282562e-02,6.100093573331832886e-02,2.649448812007904053e-01,-5.002573132514953613e-01,-8.658646047115325928e-02,2.892650067806243896e-01,2.126826494932174683e-01,5.250473618507385254e-01,-4.606226086616516113e-02,-1.229717880487442017e-01,-2.454106062650680542e-01,1.137844994664192200e-01,-2.867272496223449707e-01,7.474163770675659180e-01,-3.912645280361175537e-01,2.654458582401275635e-01
1.764518320560455322e-01,-1.838994622230529785e-01,-3.685905635356903076e-01,3.697025030851364136e-02,1.241641640663146973e-01,-2.647481262683868408e-01,-2.597633302211761475e-01,3.806512355804443359e-01,-1.369288843125104904e-02,-1.026519611477851868e-01,1.103209331631660461e-01,5.971791967749595642e-02,1.263300925493240356e-01,2.118660360574722290e-01,1.216396912932395935e-01,-2.916965484619140625e-01,-4.618441760540008545e-01,-3.401514291763305664e-01,-4.465869069099426270e-01,-1.086509600281715393e-01,-3.559323549270629883e-01,2.210726216435432434e-02,3.907477017492055893e-03,-5.928578600287437439e-02,1.931808330118656158e-02,2.722245752811431885e-01,1.799940168857574463e-01,-1.043918430805206299e-01,-1.432079374790191650e-01,1.133506298065185547e-01,-2.274931818246841431e-01,2.827535271644592285e-01,-6.138162687420845032e-03,2.561240792274475098e-01,-2.834752500057220459e-01
2.196832373738288879e-02,1.505787223577499390e-01,5.654120817780494690e-02,-2.769913971424102783e-01,2.447918802499771118e-01,3.258565266150981188e-05,-2.410387247800827026e-02,1.276852190494537354e-01,2.726539373397827148e-01,-3.672661483287811279e-01,-3.023410141468048096e-01,-1.423911750316619873e-01,6.765586137771606445e-02,-2.797870635986328125e-01,8.186725527048110962e-02,1.823978126049041748e-01,-2.281031608581542969e-01,-1.155681610107421875e-01,1.324561685323715210e-01,-2.519350033253431320e-03,1.120689362287521362e-01,7.258601188659667969e-01,-3.253775537014007568e-01,2.680139243602752686e-02,1.737696230411529541e-01,-3.863333165645599365e-01,-3.993122279644012451e-01,1.113796606659889221e-01,-1.952670961618423462e-01,1.496517062187194824e-01,-4.334671050310134888e-02,1.160802394151687622e-01,-6.480237841606140137e-02,-2.170020192861557007e-01,3.856055065989494324e-02
2.415179014205932617e-01,-1.110802069306373596e-01,3.037334680557250977e-01,-5.129545554518699646e-02,-3.104415833950042725e-01,-3.447112813591957092e-02,1.370607595890760422e-02,3.962386026978492737e-02,1.997205764055252075e-01,4.846300929784774780e-02,-2.738158032298088074e-02,1.553026884794235229e-01,7.686044089496135712e-03,1.254238933324813843e-01,4.242417216300964355e-01,2.663500308990478516e-01,7.073791325092315674e-02,-3.232891559600830078e-01,-4.697336554527282715e-01,1.836037635803222656e-01,-2.647650837898254395e-01,-1.723869889974594116e-01,1.282489895820617676e-01,6.804125849157571793e-03,-1.397232860326766968e-01,-1.470582932233810425e-01,4.234161078929901123e-01,-2.290568053722381592e-01,1.138120889663696289e-01,-7.320415973663330078e-02,9.612926095724105835e-02,-1.046211719512939453e-01,8.988989889621734619e-02,1.348298490047454834e-01,4.849841073155403137e-02
2.183983325958251953e-01,-4.098112881183624268e-02,-4.519448801875114441e-02,-4.395664483308792114e-02,9.428319334983825684e-02,-6.250265985727310181e-02,4.496814906597137451e-01,-4.259502589702606201e-01,2.091983333230018616e-02,-1.232716664671897888e-01,-9.554793685674667358e-02,-4.477646946907043457e-01,9.508810192346572876e-02,1.378450989723205566e-01,-2.593799531459808350e-01,3.857136964797973633e-01,-7.320719771087169647e-03,3.037563152611255646e-02,-1.276600807905197144e-01,2.890641093254089355e-01,-1.579429507255554199e-01,-1.912470720708370209e-02,-6.855312967672944069e-04,-5.005754232406616211e-01,-1.041993498802185059e-01,4.819395020604133606e-03,4.442636668682098389e-01,-1.982335597276687622e-01,3.029506281018257141e-02,-1.458898838609457016e-02,2.863547392189502716e-02,-1.912498287856578827e-02,4.411322250962257385e-02,-3.439231961965560913e-02,2.288448661565780640e-01
-1.755562126636505127e-01,4.685538113117218018e-01,3.765431465581059456e-03,1.585575342178344727e-01,-1.367623955011367798e-01,-3.466428518295288086e-01,1.107105985283851624e-01,2.172520384192466736e-02,-1.333283632993698120e-01,3.096590936183929443e-01,-4.549134522676467896e-02,4.009164273738861084e-01,-9.195423126220703125e-02,-2.720063319429755211e-03,5.230129510164260864e-02,-1.273912042379379272e-01,1.426071822643280029e-01,1.308543682098388672e-01,4.797236993908882141e-02,-5.867017805576324463e-02,1.626794189214706421e-01,-2.243583053350448608e-01,-1.051624268293380737e-01,-9.290149807929992676e-02,1.932687312364578247e-01,-4.046526253223419189e-01,-6.392931938171386719e-02,-4.825760722160339355e-01,-4.630142152309417725e-01,6.617920845746994019e-02,3.013998270034790039e-01,-3.148194849491119385e-01,-1.609958261251449585e-01,2.189528793096542358e-01,-1.573318690061569214e-01
8.415508270263671875e-02,-3.069606423377990723e-01,1.266451627016067505e-01,-1.417041718959808350e-01,2.149519771337509155e-01,-6.333179473876953125e-01,-2.895747125148773193e-01,-1.779403835535049438e-01,3.209161162376403809e-01,-1.430252194404602051e-01,2.382769286632537842e-01,-1.564930677413940430e-01,-6.922928988933563232e-02,-8.788938820362091064e-02,1.942671090364456177e-01,-2.287359535694122314e-01,-1.572663635015487671e-01,-5.135415792465209961e-01,-6.440351717174053192e-03,-3.790948539972305298e-02,8.480429649353027344e-02,4.869650304317474365e-01,1.287936419248580933e-01,-1.459213793277740479e-01,-2.103120088577270508e-01,-3.802385032176971436e-01,4.387502558529376984e-03,-1.636269837617874146e-01,3.214136660099029541e-01,-1.774179041385650635e-01,-3.888604789972305298e-02,-1.927657723426818848e-01,4.234468340873718262e-01,-2.077678442001342773e-01,-3.239824473857879639e-01
4.696345701813697815e-02,1.031637638807296753e-01,2.178824320435523987e-02,-1.268601566553115845e-01,1.138576194643974304e-01,-1.571206897497177124e-01,-1.687082201242446899e-01,1.469459533691406250e-01,-3.832759857177734375e-01,3.572583198547363281e-01,-6.112671270966529846e-02,2.673154473304748535e-01,-3.418798148632049561e-01,-3.720465004444122314e-01,-1.011030003428459167e-01,1.287852376699447632e-01,1.866490207612514496e-02,-1.130787804722785950e-01,3.627637326717376709e-01,-3.854583576321601868e-02,1.186465322971343994e-01,7.129360735416412354e-02,4.897530376911163330e-02,-2.060584723949432373e-01,1.610555052757263184e-01,7.414206117391586304e-02,1.645605564117431641e-01,4.907946586608886719e-01,3.833333551883697510e-01,-2.140650600194931030e-01,2.631733119487762451e-01,-1.588365286588668823e-01,-1.283724606037139893e-01,-4.034069180488586426e-01,2.463448792695999146e-02
1.015909984707832336e-01,-3.204165399074554443e-01,-3.417856395244598389e-01,-1.905410736799240112e-01,6.556762009859085083e-02,-1.223866567015647888e-01,-2.763251662254333496e-01,1.464018374681472778e-01,3.758869171142578125e-01,4.313326179981231689e-01,1.176982093602418900e-02,-6.890429556369781494e-02,-2.411612570285797119e-01,4.734110832214355469e-02,2.587704658508300781e-01,-8.142974227666854858e-02,-2.289948426187038422e-02,1.464161574840545654e-01,-1.317252814769744873e-01,2.601249516010284424e-01,8.924123644828796387e-02,-2.543404698371887207e-01,-3.267430365085601807e-01,3.248288631439208984e-01,-3.928082808852195740e-02,5.492758750915527344e-02,-4.620554670691490173e-02,4.525806903839111328e-01,-5.537372827529907227e-01,-1.092246547341346741e-01,8.096695691347122192e-02,-2.868320941925048828e-01,1.523714512586593628e-02,1.040040478110313416e-01,-4.817434400320053101e-02
