-1.865938305854797363e-01,-1.384344547986984253e-01,-1.368455290794372559e-01,-3.704128563404083252e-01,1.728030443191528320e-01,3.615418672561645508e-01,-7.169634103775024414e-01,-7.679154872894287109e-01,-3.525007143616676331e-02,-5.867658853530883789e-01,-1.503839343786239624e-01
-4.191530346870422363e-01,4.057225584983825684e-01,-2.550806403160095215e-01,-3.964319527149200439e-01,-5.117045640945434570e-01,-3.074237406253814697e-01,-2.003417313098907471e-01,4.239114820957183838e-01,-8.399683050811290741e-03,6.693991422653198242e-01,-1.328217089176177979e-01
4.841139912605285645e-01,-2.445718497037887573e-01,-1.393572539091110229e-01,-1.428838670253753662e-01,4.183495044708251953e-02,-5.185971781611442566e-02,3.387280106544494629e-01,4.532215297222137451e-01,5.228894352912902832e-01,-1.018378809094429016e-01,4.848871752619743347e-02
-1.068499162793159485e-01,2.715759575366973877e-01,-2.015752047300338745e-01,-3.209018111228942871e-01,3.365083038806915283e-01,4.140572547912597656e-01,2.036730945110321045e-01,-3.990329504013061523e-01,-6.029348969459533691e-01,3.158356845378875732e-01,-2.772538363933563232e-01
2.761819362640380859e-01,4.915338158607482910e-01,1.841498725116252899e-02,2.659727036952972412e-01,3.171776533126831055e-01,-1.994978934526443481e-01,-4.163405001163482666e-01,-2.520037442445755005e-02,6.232169270515441895e-02,-6.033512353897094727e-01,1.421922147274017334e-01
1.010475456714630127e-01,7.885294407606124878e-02,-1.765999346971511841e-01,6.402927101589739323e-04,-1.045883893966674805e-01,-3.516311049461364746e-01,-1.016887649893760681e-01,2.419634610414505005e-01,-2.328885942697525024e-01,-3.351423889398574829e-02,-7.815255783498287201e-03
7.315424084663391113e-01,-3.864785730838775635e-01,-2.812056802213191986e-02,-1.670103371143341064e-01,1.069195121526718140e-01,6.808935105800628662e-02,2.416054010391235352e-01,1.902880370616912842e-01,-3.846988379955291748e-01,6.675675511360168457e-02,5.371977090835571289e-01
-3.230663836002349854e-01,-3.398993611335754395e-01,-1.031189337372779846e-01,5.207158327102661133e-01,-5.305126905441284180e-01,5.107901096343994141e-01,3.882252871990203857e-01,1.211938261985778809e-01,-4.188112616539001465e-01,-2.291189879179000854e-01,4.198197126388549805e-01
-4.591969549655914307e-01,-1.224831268191337585e-01,1.933182924985885620e-01,-1.846352368593215942e-01,2.122012674808502197e-01,1.339876800775527954e-01,-5.527282357215881348e-01,-4.045384824275970459e-01,4.312748089432716370e-03,4.747778475284576416e-01,-1.175458207726478577e-01
-5.218949913978576660e-01,-2.578276991844177246e-01,2.231616526842117310e-01,2.933423817157745361e-01,2.248494774103164673e-01,-9.796968102455139160e-02,-2.160011827945709229e-01,-1.100914478302001953e-01,1.333580464124679565e-01,-2.371854782104492188e-01,8.086798787117004395e-01
5.334604904055595398e-02,4.449326395988464355e-01,3.692687451839447021e-01,3.592807948589324951e-01,-1.395148187875747681e-01,-2.560625076293945312e-01,-5.489451438188552856e-02,-4.946037009358406067e-02,-2.478460073471069336e-01,-2.794227302074432373e-01,-4.947081208229064941e-02
-2.775746583938598633e-01,7.150951027870178223e-02,2.066892758011817932e-02,-5.543909594416618347e-02,1.583883166313171387e-01,-6.959236413240432739e-02,4.094253778457641602e-01,2.239535190165042877e-02,-3.382278680801391602e-01,7.939171046018600464e-02,-2.792548239231109619e-01
