-3.025059700012207031e-01,2.879980504512786865e-01,-3.629500865936279297e-01,3.978230655193328857e-01,-3.282912075519561768e-01,-6.277980208396911621e-01,-3.071694448590278625e-02,-7.381130754947662354e-02,-1.813925057649612427e-02,3.509676754474639893e-01
8.671408891677856445e-02,-7.707098722457885742e-01,3.328926116228103638e-02,6.978387236595153809e-01,6.958253383636474609e-01,2.146528363227844238e-01,3.185678273439407349e-02,-2.542824745178222656e-01,-7.616184949874877930e-01,1.021340847015380859e+00
1.029417753219604492e+00,3.910486400127410889e-01,-2.863739132881164551e-01,-4.116264283657073975e-01,-4.500986076891422272e-03,1.156442537903785706e-01,1.438528299331665039e-01,3.750004246830940247e-02,-1.677653491497039795e-01,-4.031032323837280273e-02
-1.032122820615768433e-01,5.935673117637634277e-01,-2.612670883536338806e-02,1.346720159053802490e-01,3.554361686110496521e-02,-5.269457697868347168e-01,-7.947523891925811768e-02,-9.176399707794189453e-01,-4.671356678009033203e-01,9.242591261863708496e-02
-4.134267568588256836e-01,-9.017555713653564453e-01,5.285573005676269531e-01,2.945004999637603760e-01,-1.615187823772430420e-01,4.442025721073150635e-01,-9.776274859905242920e-02,-8.650715351104736328e-01,1.393249630928039551e-01,3.702875375747680664e-01
8.000750541687011719e-01,-4.496180713176727295e-01,-5.772798061370849609e-01,-2.611653506755828857e-01,4.146249294281005859e-01,-6.491970419883728027e-01,2.894012629985809326e-01,4.537273049354553223e-01,-3.339885175228118896e-01,6.180979013442993164e-01
2.951999306678771973e-01,5.137920379638671875e-01,-1.927438825368881226e-01,4.773785769939422607e-01,-8.376596122980117798e-02,-4.422958791255950928e-01,-3.603894412517547607e-01,-4.732596576213836670e-01,-6.647022962570190430e-01,-4.081518948078155518e-01
7.405902743339538574e-01,-1.955958306789398193e-01,3.732596933841705322e-01,8.112029433250427246e-01,1.175822094082832336e-01,-4.345338046550750732e-02,1.223803833127021790e-01,-6.829789280891418457e-02,3.251665532588958740e-01,1.297490894794464111e-01
1.768944263458251953e-01,-5.736127495765686035e-01,3.191933035850524902e-01,-8.543422818183898926e-02,2.216027230024337769e-01,6.207977607846260071e-02,2.807004749774932861e-01,-9.136112928390502930e-01,-4.556418657302856445e-01,-5.030576139688491821e-02
6.663498878479003906e-01,1.859990805387496948e-01,-1.973763108253479004e-01,6.701656430959701538e-02,-4.200495779514312744e-01,4.733173847198486328e-01,6.593919545412063599e-02,-8.498598821461200714e-03,3.800171911716461182e-01,-7.490636706352233887e-01
2.204768657684326172e-01,3.715518116950988770e-01,1.421869695186614990e-01,7.230543345212936401e-02,-1.194143816828727722e-01,7.221822738647460938e-01,1.043507605791091919e-01,7.118999958038330078e-01,-1.512010348960757256e-03,-6.122535467147827148e-01
