-2.292098104953765869e-01,1.875619143247604370e-01,2.688379287719726562e-01,9.754928946495056152e-01,-8.703530430793762207e-01,-3.905267119407653809e-01,-3.639600053429603577e-02,-3.889322876930236816e-01,1.481063365936279297e-01,-7.368308305740356445e-01,-7.380860447883605957e-01,-4.159641861915588379e-01,-2.979953885078430176e-01
-2.052362635731697083e-02,5.875134095549583435e-02,-4.873032122850418091e-02,9.028117358684539795e-02,4.566502571105957031e-01,2.685607969760894775e-01,1.201394915580749512e+00,6.052784323692321777e-01,-3.369603455066680908e-01,-5.029640197753906250e-01,-7.536606397479772568e-03,8.363496661186218262e-01,6.101184487342834473e-01
2.276660948991775513e-01,-4.151780903339385986e-01,-5.741034168750047684e-03,-8.072670549154281616e-02,-4.325516819953918457e-01,1.038371920585632324e-01,2.587790787220001221e-01,9.759204089641571045e-02,7.980544865131378174e-02,-1.945318728685379028e-01,-4.904510974884033203e-01,-1.641493588685989380e-01,2.541204392910003662e-01
3.410659730434417725e-02,4.339438080787658691e-01,-2.838750481605529785e-01,-2.642116323113441467e-02,-1.070046544075012207e+00,1.468732655048370361e-01,3.252281844615936279e-01,-4.636392593383789062e-01,-6.991062164306640625e-01,-2.569445371627807617e-01,-7.340136170387268066e-01,1.429949104785919189e-01,-3.993361815810203552e-02
-4.222992360591888428e-01,-4.325004816055297852e-01,-4.732321202754974365e-01,-1.104852333664894104e-01,-5.480105876922607422e-01,6.902736425399780273e-01,-4.523406922817230225e-01,-3.145963251590728760e-01,-5.134226083755493164e-01,1.001385211944580078e+00,5.244795083999633789e-01,-6.225800514221191406e-01,2.776517868041992188e-01
-6.475473642349243164e-01,4.689062833786010742e-01,6.374472975730895996e-01,-1.030267357826232910e+00,4.483180344104766846e-01,2.747697830200195312e-01,2.347352057695388794e-01,-1.406296193599700928e-01,-4.175561666488647461e-02,-5.106107592582702637e-01,-1.708421707153320312e-01,7.177649438381195068e-02,5.586741864681243896e-02
-3.727185428142547607e-01,-9.584875404834747314e-02,6.056565046310424805e-01,-1.545142382383346558e-01,-9.241971373558044434e-02,-4.752476513385772705e-01,-1.182190537452697754e+00,5.566183477640151978e-02,-1.255436390638351440e-01,-4.694977104663848877e-01,-5.682402253150939941e-01,-2.544856965541839600e-01,-5.330247804522514343e-02
-1.837526112794876099e-01,-8.222597092390060425e-02,4.608435034751892090e-01,-2.341184616088867188e-01,6.014890074729919434e-01,-1.619119495153427124e-01,-2.582935988903045654e-01,-5.999714136123657227e-01,7.893935590982437134e-02,8.290883153676986694e-02,6.084249019622802734e-01,4.532732963562011719e-01,-2.405117452144622803e-01
2.224263101816177368e-01,-8.704377412796020508e-01,1.482110172510147095e-01,-3.334143757820129395e-01,5.019373074173927307e-02,9.424236416816711426e-02,7.098802924156188965e-01,3.821550905704498291e-01,1.939167231321334839e-01,6.938198804855346680e-01,-2.113132029771804810e-01,-2.313205003738403320e-01,3.656380176544189453e-01
1.708778738975524902e-01,3.144199550151824951e-01,3.866417109966278076e-01,-1.808242797851562500e-01,-1.862735450267791748e-01,1.191735386848449707e+00,1.356296241283416748e-01,-5.074694007635116577e-02,-1.033556908369064331e-01,4.401068016886711121e-02,-2.260079793632030487e-02,-1.168400645256042480e-01,-2.433595806360244751e-02
